player_code,pen_now,pen_prev,penalties_order,declared_first,prev_taker,either
454667,0.0,0.0,,0.0,0.0,0.0
455084,0.0,0.0,,0.0,0.0,0.0
456512,0.0,0.0,,0.0,0.0,0.0
457569,0.0,0.0,,0.0,0.0,0.0
458249,0.0,0.0,,0.0,0.0,0.0
460028,0.0,0.0,,0.0,0.0,0.0
460842,0.0,0.0,3.0,0.0,0.0,0.0
461025,0.0,0.0,,0.0,0.0,0.0
461188,0.0,0.0,,0.0,0.0,0.0
461195,0.0,0.0,,0.0,0.0,0.0
461199,0.0,0.0,,0.0,0.0,0.0
461587,0.0,0.0,,0.0,0.0,0.0
462116,0.0,0.0,,0.0,0.0,0.0
462387,0.0,0.0,,0.0,0.0,0.0
462424,0.0,0.0,,0.0,0.0,0.0
463034,0.0,2.0,,0.0,1.0,1.0
463067,0.0,0.0,,0.0,0.0,0.0
463212,0.0,0.0,,0.0,0.0,0.0
463903,0.0,0.0,,0.0,0.0,0.0
463936,0.0,0.0,,0.0,0.0,0.0
463981,0.0,0.0,,0.0,0.0,0.0
465247,0.0,0.0,,0.0,0.0,0.0
465351,0.0,0.0,4.0,0.0,0.0,0.0
465527,0.0,0.0,,0.0,0.0,0.0
465642,0.0,0.0,,0.0,0.0,0.0
465680,0.0,0.0,,0.0,0.0,0.0
465694,0.0,0.0,,0.0,0.0,0.0
465730,0.0,0.0,,0.0,0.0,0.0
465920,0.0,0.0,,0.0,0.0,0.0
466052,0.0,0.0,,0.0,0.0,0.0
466075,0.0,0.0,,0.0,0.0,0.0
466525,0.0,0.0,,0.0,0.0,0.0
467169,0.0,0.0,,0.0,0.0,0.0
467189,0.0,0.0,,0.0,0.0,0.0
467779,0.0,0.0,,0.0,0.0,0.0
469130,0.0,0.0,,0.0,0.0,0.0
469142,0.0,0.0,,0.0,0.0,0.0
469272,0.0,0.0,,0.0,0.0,0.0
470313,1.0,0.0,3.0,0.0,0.0,0.0
470315,0.0,0.0,,0.0,0.0,0.0
471798,0.0,0.0,,0.0,0.0,0.0
472713,0.0,0.0,,0.0,0.0,0.0
472769,0.0,0.0,,0.0,0.0,0.0
473341,0.0,0.0,,0.0,0.0,0.0
474120,0.0,0.0,,0.0,0.0,0.0
474907,0.0,0.0,,0.0,0.0,0.0
475168,0.0,5.0,,0.0,1.0,1.0
476344,0.0,0.0,,0.0,0.0,0.0
476502,0.0,0.0,,0.0,0.0,0.0
476887,0.0,0.0,,0.0,0.0,0.0
477064,0.0,0.0,,0.0,0.0,0.0
477386,0.0,0.0,,0.0,0.0,0.0
477424,0.0,0.0,,0.0,0.0,0.0
477555,0.0,0.0,,0.0,0.0,0.0
477580,0.0,0.0,,0.0,0.0,0.0
477717,0.0,0.0,,0.0,0.0,0.0
478969,0.0,0.0,,0.0,0.0,0.0
480455,0.0,0.0,,0.0,0.0,0.0
481510,0.0,0.0,,0.0,0.0,0.0
481624,0.0,0.0,,0.0,0.0,0.0
481655,0.0,0.0,,0.0,0.0,0.0
482442,0.0,0.0,,0.0,0.0,0.0
482609,0.0,0.0,,0.0,0.0,0.0
482973,1.0,0.0,3.0,0.0,0.0,0.0
483081,0.0,0.0,,0.0,0.0,0.0
484420,4.0,0.0,2.0,0.0,0.0,0.0
485047,0.0,0.0,,0.0,0.0,0.0
485055,0.0,0.0,,0.0,0.0,0.0
485337,0.0,0.0,,0.0,0.0,0.0
485711,0.0,0.0,,0.0,0.0,0.0
486385,0.0,0.0,3.0,0.0,0.0,0.0
486520,0.0,0.0,,0.0,0.0,0.0
486672,0.0,0.0,,0.0,0.0,0.0
487053,0.0,0.0,,0.0,0.0,0.0
487117,0.0,0.0,,0.0,0.0,0.0
487676,0.0,0.0,,0.0,0.0,0.0
487837,0.0,0.0,,0.0,0.0,0.0
487838,0.0,0.0,,0.0,0.0,0.0
488024,0.0,0.0,,0.0,0.0,0.0
488213,1.0,0.0,5.0,0.0,0.0,0.0
488439,0.0,0.0,,0.0,0.0,0.0
489580,0.0,0.0,,0.0,0.0,0.0
489639,0.0,0.0,,0.0,0.0,0.0
489706,1.0,0.0,4.0,0.0,0.0,0.0
489888,0.0,0.0,,0.0,0.0,0.0
490094,0.0,0.0,,0.0,0.0,0.0
490142,0.0,0.0,,0.0,0.0,0.0
490145,0.0,0.0,,0.0,0.0,0.0
490146,0.0,0.0,,0.0,0.0,0.0
490503,0.0,0.0,,0.0,0.0,0.0
490721,0.0,0.0,,0.0,0.0,0.0
490881,0.0,0.0,,0.0,0.0,0.0
490885,0.0,0.0,,0.0,0.0,0.0
491007,0.0,0.0,,0.0,0.0,0.0
