player,pos,team,cost,own,gw,mean,solio,blended,src,sd,defcon_ev,cs_ev,p5,median,p95
Núñez,MID,Ipswich,5.0,0.2,2,1.335,,1.335,model,2.285,0.097,0.05,0.0,0.0,4.0
Acheampong,DEF,Chelsea,4.5,0.2,2,1.332,,1.332,model,2.244,0.062,0.321,0.0,1.0,6.358
Millar,MID,Hull,5.0,0.1,2,1.33,,1.33,model,2.5,0.078,0.075,0.0,0.0,4.0
McAtee,MID,Nott'm Forest,5.5,0.1,2,1.319,,1.319,model,2.007,0.015,0.025,0.0,1.0,6.627
Woodman,GK,Liverpool,4.0,1.2,2,1.319,,1.319,model,2.24,0.0,0.603,0.0,0.0,6.51
Nelson,MID,Arsenal,5.5,0.0,2,1.312,,1.312,model,2.366,0.019,0.038,0.0,1.0,7.358
Akpom,FWD,Ipswich,5.0,0.5,2,1.311,,1.311,model,2.53,0.007,0.0,0.0,0.0,7.353
Marc Guiu,FWD,Chelsea,5.0,0.4,2,1.306,,1.306,model,2.204,0.0,0.0,0.0,1.0,6.353
Forster,GK,Bournemouth,4.0,3.1,2,1.298,,1.298,model,2.275,0.0,0.559,0.0,0.0,6.51
Kalimuendo,FWD,Nott'm Forest,5.5,0.1,2,1.293,,1.293,model,2.593,0.01,0.0,0.0,0.0,7.353
Hickey,DEF,Brentford,4.5,0.1,2,1.293,,1.293,model,2.051,0.054,0.272,0.0,1.0,6.358
Phillips,MID,Man City,5.0,0.0,2,1.289,,1.289,model,2.209,0.0,0.137,0.0,0.0,4.627
Gruev,MID,Leeds,5.0,0.0,2,1.289,,1.289,model,1.863,0.043,0.074,0.0,1.0,4.627
Doucouré,MID,Crystal Palace,5.0,0.1,2,1.27,,1.27,model,2.206,0.11,0.069,0.0,0.0,4.0
Abraham,FWD,Aston Villa,5.5,0.1,2,1.264,,1.264,model,1.727,0.001,0.0,0.0,1.0,6.353
Esse,MID,Crystal Palace,5.0,0.1,2,1.259,,1.259,model,2.226,0.118,0.071,0.0,0.0,4.0
Bailey,MID,Aston Villa,5.5,0.1,2,1.257,,1.257,model,1.705,0.001,0.04,0.0,1.0,5.627
Kamara,MID,Hull,5.0,0.0,2,1.252,,1.252,model,2.322,0.093,0.079,0.0,0.0,4.0
Emersonn,FWD,Ipswich,5.5,0.3,2,1.25,,1.25,model,2.451,0.005,0.0,0.0,0.0,7.353
Guessand,MID,Aston Villa,5.5,0.0,2,1.241,,1.241,model,1.821,0.03,0.042,0.0,1.0,4.0
Mehmeti,MID,Ipswich,5.0,0.1,2,1.238,,1.238,model,2.173,0.089,0.046,0.0,0.0,4.0
Akintola,MID,Hull,5.0,0.0,2,1.229,,1.229,model,2.502,0.075,0.071,0.0,0.0,4.0
Jocelin.T,MID,Sunderland,5.0,0.0,2,1.228,,1.228,model,2.365,0.099,0.117,0.0,0.0,4.0
Heaton,GK,Man United,4.0,0.3,2,1.223,,1.223,model,2.144,0.0,0.622,0.0,0.0,6.51
Mingueza,DEF,Crystal Palace,4.5,0.1,2,1.223,,1.223,model,2.286,0.265,0.279,0.0,0.0,6.358
Lewis-Skelly,MID,Arsenal,5.5,0.3,2,1.215,,1.215,model,1.467,0.001,0.125,0.0,1.0,3.0
Szmodics,MID,Ipswich,5.0,0.1,2,1.203,,1.203,model,1.959,0.0,0.022,0.0,1.0,5.627
Drakes-Thomas,MID,Crystal Palace,4.5,0.1,2,1.203,,1.203,model,2.127,0.115,0.067,0.0,0.0,4.0
O'Riley,MID,Brighton,5.5,0.1,2,1.202,,1.202,model,2.209,0.0,0.045,0.0,1.0,5.627
Alysson,MID,Aston Villa,5.0,0.0,2,1.199,,1.199,model,2.143,0.089,0.074,0.0,0.0,4.0
Cardines,DEF,Crystal Palace,4.5,0.0,2,1.197,,1.197,model,2.343,0.27,0.26,0.0,0.0,6.358
Cairney,MID,Fulham,5.0,0.0,2,1.194,,1.194,model,1.777,0.001,0.045,0.0,1.0,3.05
Lavia,MID,Chelsea,5.0,0.0,2,1.193,,1.193,model,1.576,0.004,0.044,0.0,1.0,3.0
Al-Hamadi,FWD,Ipswich,5.0,0.2,2,1.188,,1.188,model,2.341,0.007,0.0,0.0,0.0,7.353
Iling Jr,MID,Aston Villa,5.0,0.0,2,1.177,,1.177,model,2.176,0.093,0.069,0.0,0.0,4.0
Greaves,DEF,Ipswich,4.0,0.5,2,1.176,,1.176,model,2.022,0.002,0.276,0.0,1.0,6.358
Rigg,MID,Sunderland,5.0,0.1,2,1.163,,1.163,model,1.828,0.013,0.074,0.0,1.0,4.627
Angulo,MID,Sunderland,5.0,0.1,2,1.16,,1.16,model,1.926,0.0,0.081,0.0,1.0,4.627
Ömür,MID,Hull,5.0,0.0,2,1.15,,1.15,model,2.202,0.077,0.073,0.0,0.0,4.0
J.Rak-Sakyi,MID,Crystal Palace,5.0,0.0,2,1.149,,1.149,model,2.005,0.107,0.058,0.0,0.0,4.0
Boscagli,DEF,Brighton,4.5,0.1,2,1.143,,1.143,model,2.228,0.189,0.276,0.0,0.0,6.358
Mamardashvili,GK,Liverpool,5.0,0.2,2,1.139,,1.139,model,2.093,0.0,0.486,0.0,0.0,6.51
Endo,MID,Liverpool,5.0,0.0,2,1.137,,1.137,model,1.493,0.01,0.016,0.0,1.0,3.0
Davies,GK,Liverpool,4.0,0.1,2,1.133,,1.133,model,2.027,0.0,0.559,0.0,0.0,6.51
Armstrong,MID,Everton,5.0,0.1,2,1.132,,1.132,model,1.871,0.027,0.043,0.0,1.0,4.627
Bakwa,MID,Nott'm Forest,5.5,0.0,2,1.123,,1.123,model,1.753,0.01,0.026,0.0,1.0,4.627
Sosa,DEF,Crystal Palace,4.5,0.0,2,1.121,,1.121,model,2.158,0.24,0.275,0.0,0.0,6.358
Phillips,GK,Hull,4.0,2.0,2,1.118,,1.118,model,1.869,0.0,0.461,0.0,0.0,6.51
Jacob,DEF,Hull,4.0,0.0,2,1.115,,1.115,model,2.255,0.424,0.235,0.0,0.0,6.358
Burns,MID,Ipswich,5.0,0.1,2,1.113,,1.113,model,1.615,0.0,0.025,0.0,1.0,3.0
McNally,GK,Fulham,4.0,0.2,2,1.107,,1.107,model,1.984,0.0,0.526,0.0,0.0,6.51
B.Badiashile,DEF,Chelsea,4.5,0.0,2,1.106,,1.106,model,1.851,0.079,0.263,0.0,1.0,6.358
M.França,MID,Crystal Palace,5.0,0.0,2,1.104,,1.104,model,2.039,0.102,0.056,0.0,0.0,4.0
Ogbene,MID,Ipswich,5.0,0.0,2,1.092,,1.092,model,1.981,0.08,0.047,0.0,0.0,4.0
Taylor,MID,Ipswich,4.5,0.2,2,1.091,,1.091,model,1.211,0.0,0.001,0.0,1.0,1.0
Netz,DEF,Nott'm Forest,4.5,0.0,2,1.088,,1.088,model,1.757,0.003,0.193,0.0,1.0,5.358
Röhl,MID,Everton,5.0,0.1,2,1.07,,1.07,model,1.783,0.041,0.042,0.0,1.0,4.0
Dennis,GK,Bournemouth,4.0,0.2,2,1.069,,1.069,model,1.939,0.0,0.487,0.0,0.0,6.51
Emegha,FWD,Chelsea,5.0,0.2,2,1.067,,1.067,model,2.668,0.007,0.0,0.0,0.0,7.353
Dibling,MID,Everton,5.5,0.1,2,1.066,,1.066,model,1.685,0.0,0.044,0.0,1.0,3.0
Perri,GK,Leeds,4.5,0.7,2,1.061,,1.061,model,1.895,0.0,0.422,0.0,0.0,6.51
Devenny,MID,Crystal Palace,5.0,0.0,2,1.061,,1.061,model,1.599,0.008,0.023,0.0,1.0,3.0
Pinnock,DEF,Brentford,4.5,0.1,2,1.045,,1.045,model,2.16,0.005,0.379,0.0,0.0,6.358
Travers,GK,Everton,5.0,0.1,2,1.031,,1.031,model,1.866,0.0,0.431,0.0,0.0,6.51
Austin,GK,Tottenham,4.0,0.6,2,1.019,,1.019,model,1.925,0.0,0.425,0.0,0.0,6.51
Pecsi,GK,Liverpool,4.0,0.1,2,1.013,,1.013,model,1.918,0.0,0.467,0.0,0.0,6.51
Lindelöf,DEF,Aston Villa,4.5,0.2,2,1.013,,1.013,model,1.621,0.004,0.272,0.0,1.0,5.358
Gillespie,GK,Newcastle,4.5,0.0,2,1.012,,1.012,model,1.909,0.0,0.44,0.0,0.0,6.51
Jaouen,GK,Newcastle,4.5,0.1,2,1.008,,1.008,model,1.854,0.0,0.442,0.0,0.0,6.51
Milambo,MID,Brentford,5.0,0.0,2,1.006,,1.006,model,2.558,0.061,0.071,0.0,0.0,4.0
Valdimarsson,GK,Brentford,4.5,0.1,2,0.998,,0.998,model,1.858,0.0,0.442,0.0,0.0,6.51
Penders,GK,Chelsea,4.5,0.1,2,0.996,,0.996,model,1.836,0.0,0.437,0.0,0.0,6.51
Matthews,GK,Crystal Palace,4.0,1.7,2,0.988,,0.988,model,1.681,0.0,0.358,0.0,0.0,5.51
Tzimas,FWD,Brighton,5.5,0.0,2,0.965,,0.965,model,2.528,0.004,0.0,0.0,0.0,7.353
Bogarde,MID,Aston Villa,5.0,0.1,2,0.958,,0.958,model,1.041,0.001,0.039,0.0,1.0,2.0
Igor,DEF,Brighton,4.5,0.1,2,0.925,,0.925,model,1.733,0.009,0.266,0.0,0.0,5.358
Bornauw,DEF,Leeds,4.5,0.0,2,0.898,,0.898,model,1.725,0.115,0.138,0.0,0.0,4.0
King,GK,Everton,4.5,0.1,2,0.897,,0.897,model,1.839,0.0,0.368,0.0,0.0,5.559
Johnson,DEF,Ipswich,4.0,0.1,2,0.883,,0.883,model,1.656,0.003,0.139,0.0,1.0,4.358
Odobert,MID,Tottenham,5.5,0.0,2,0.869,,0.869,model,1.402,0.002,0.003,0.0,1.0,2.0
Tzolakis,GK,Hull,4.5,0.1,2,0.855,,0.855,model,1.73,0.0,0.332,0.0,0.0,5.51
Lo-Tutala,GK,Hull,4.0,0.2,2,0.801,,0.801,model,1.728,0.0,0.308,0.0,0.0,5.51
Bayindir,GK,Man United,4.5,0.2,2,0.789,,0.789,model,2.067,0.0,0.38,0.0,0.0,6.51
Chadi Riad,DEF,Crystal Palace,4.5,0.1,2,0.787,,0.787,model,1.658,0.067,0.192,0.0,0.0,5.358
Harrison,MID,Leeds,5.0,0.0,2,0.774,,0.774,model,1.273,0.0,0.002,0.0,1.0,1.0
Benitez,GK,Crystal Palace,4.5,0.1,2,0.774,,0.774,model,1.615,0.0,0.274,0.0,0.0,5.51
Jörgensen,GK,Chelsea,5.0,0.1,2,0.766,,0.766,model,1.626,0.0,0.304,0.0,0.0,5.51
Patterson,DEF,Everton,4.5,0.0,2,0.724,,0.724,model,1.543,0.024,0.135,0.0,0.0,3.0
Kroupi.Jr,MID,Bournemouth,7.5,4.1,2,0.712,,0.712,model,1.648,0.0,0.002,0.0,0.0,2.0
Christie,MID,Bournemouth,5.0,0.0,2,0.7,,0.7,model,1.18,0.001,0.002,0.0,1.0,1.0
Ekitiké,FWD,Liverpool,7.5,0.2,2,0.668,,0.668,model,1.682,0.0,0.0,0.0,0.0,4.677
Bradley,DEF,Liverpool,5.0,0.0,2,0.638,,0.638,model,1.16,0.001,0.009,0.0,0.0,1.0
Scherpen,GK,Ipswich,4.5,0.3,2,0.631,,0.631,model,1.379,0.0,0.179,0.0,0.0,2.0
L.Miley,MID,Newcastle,5.5,0.0,2,0.609,,0.609,model,1.073,0.001,0.001,0.0,0.0,1.0
Ugarte,MID,Man United,5.0,0.0,2,0.607,,0.607,model,1.223,0.001,0.006,0.0,0.0,1.0
John,GK,Nott'm Forest,4.5,0.1,2,0.6,,0.6,model,1.603,0.0,0.231,0.0,0.0,5.51
Button,GK,Ipswich,4.0,0.5,2,0.593,,0.593,model,1.348,0.0,0.203,0.0,0.0,2.0
Van Oevelen,GK,Ipswich,4.5,0.1,2,0.581,,0.581,model,1.385,0.0,0.191,0.0,0.0,2.0
Ellborg,GK,Sunderland,4.5,0.1,2,0.577,,0.577,model,1.771,0.0,0.257,0.0,0.0,5.51
Walton,GK,Ipswich,4.5,0.6,2,0.517,,0.517,model,1.374,0.0,0.17,0.0,0.0,2.0
Xavi,MID,Tottenham,6.0,0.0,2,0.516,,0.516,model,1.088,0.001,0.002,0.0,0.0,1.0
Henderson,MID,Chelsea,5.0,0.0,2,0.511,,0.511,model,1.015,0.003,0.002,0.0,0.0,1.0
Mitoma,MID,Brighton,6.0,0.2,2,0.449,,0.449,model,1.202,0.0,0.003,0.0,0.0,1.0
Baleba,MID,Brighton,5.0,0.5,2,0.442,,0.442,model,0.806,0.0,0.004,0.0,0.0,1.0
Rodrigo,MID,Man City,6.5,0.1,2,0.416,,0.416,model,1.119,0.005,0.003,0.0,0.0,1.0
M.Bizot,GK,Aston Villa,4.5,0.1,2,0.38,,0.38,model,1.15,0.0,0.14,0.0,0.0,2.0
Savona,DEF,Nott'm Forest,4.5,0.0,2,0.371,,0.371,model,0.981,0.003,0.01,0.0,0.0,1.0
Onana,MID,Aston Villa,5.0,0.0,2,0.307,,0.307,model,0.737,0.005,0.002,0.0,0.0,1.0
Fofana,DEF,Chelsea,5.0,0.0,2,0.29,,0.29,model,0.753,0.004,0.01,0.0,0.0,1.0
Kulusevski,MID,Tottenham,6.5,0.0,2,0.274,,0.274,model,0.836,0.0,0.004,0.0,0.0,1.0
Milosavljević,DEF,Bournemouth,5.0,0.1,2,0.253,,0.253,model,0.791,0.006,0.007,0.0,0.0,1.0
De Ligt,DEF,Man United,5.0,0.0,2,0.242,,0.242,model,0.971,0.002,0.02,0.0,0.0,1.0
J.Timber,DEF,Arsenal,6.5,0.5,2,0.208,,0.208,model,0.857,0.001,0.015,0.0,0.0,1.0
Gudmundsson,DEF,Leeds,4.5,0.4,2,0.155,,0.155,model,0.576,0.003,0.007,0.0,0.0,1.0
Saliba,DEF,Arsenal,6.0,0.5,2,0.123,,0.123,model,0.599,0.0,0.017,0.0,0.0,1.0
Garner,MID,Everton,6.0,0.6,2,0.085,,0.085,model,0.634,0.005,0.003,0.0,0.0,0.0
Andersen,DEF,Fulham,5.0,0.1,2,0.083,,0.083,model,0.531,0.005,0.015,0.0,0.0,0.0
Bassette,FWD,Coventry,4.5,0.4,2,0.061,,0.061,model,0.81,0.0,0.0,0.0,0.0,0.0
Leoni,DEF,Liverpool,4.0,0.1,2,0.055,,0.055,model,0.562,0.013,0.016,0.0,0.0,0.0
Danns,FWD,Liverpool,4.5,0.0,2,0.042,,0.042,model,0.525,0.001,0.0,0.0,0.0,0.0
Drameh,DEF,Hull,4.0,0.1,2,0.041,,0.041,model,0.6,0.015,0.004,0.0,0.0,0.0
Jaros,GK,Liverpool,4.0,0.0,2,0.04,,0.04,model,0.501,0.0,0.015,0.0,0.0,0.0
Mateo Joseph,FWD,Leeds,4.5,0.2,2,0.04,,0.04,model,0.449,0.0,0.0,0.0,0.0,0.0
Bajcetic,MID,Liverpool,5.0,0.0,2,0.037,,0.037,model,0.453,0.002,0.004,0.0,0.0,0.0
Ferguson,FWD,Brighton,5.0,0.0,2,0.036,,0.036,model,0.622,0.0,0.0,0.0,0.0,0.0
Burstow,FWD,Hull,4.5,0.6,2,0.034,,0.034,model,0.421,0.0,0.0,0.0,0.0,0.0
Matazo,MID,Hull,4.5,0.0,2,0.031,,0.031,model,0.44,0.002,0.003,0.0,0.0,0.0
Watson,MID,Brighton,5.0,0.0,2,0.03,,0.03,model,0.388,0.003,0.003,0.0,0.0,0.0
Zambrano,MID,Hull,4.5,0.4,2,0.03,,0.03,model,0.589,0.001,0.002,0.0,0.0,0.0
Uche,FWD,Crystal Palace,5.0,0.0,2,0.029,,0.029,model,0.395,0.0,0.0,0.0,0.0,0.0
Butland,GK,Hull,4.5,0.9,2,0.028,,0.028,model,0.332,0.0,0.011,0.0,0.0,0.0
Matusiwa,MID,Ipswich,5.0,0.0,2,0.025,,0.025,model,0.318,0.002,0.001,0.0,0.0,0.0
Gyabi,MID,Hull,4.5,0.2,2,0.024,,0.024,model,0.299,0.001,0.001,0.0,0.0,0.0
Cartwright,GK,Hull,4.0,0.1,2,0.018,,0.018,model,0.274,0.0,0.008,0.0,0.0,0.0
Henderson,GK,Crystal Palace,5.0,3.1,2,0.016,,0.016,model,0.213,0.0,0.005,0.0,0.0,0.0
Haaland,FWD,Man City,15.5,74.4,3,8.671,,8.671,model,6.92,0.0,0.0,0.0,7.353,23.413
Semenyo,MID,Man City,8.5,23.2,3,5.693,,5.693,model,5.098,0.007,0.44,0.0,3.0,15.717
O'Reilly,DEF,Man City,6.5,22.5,3,5.638,,5.638,model,5.331,0.073,1.637,0.0,5.358,15.792
Guéhi,DEF,Man City,6.0,23.5,3,5.331,,5.331,model,4.19,0.087,1.906,1.0,5.627,13.254
B.Fernandes,MID,Man United,12.0,48.6,3,5.301,,5.301,model,4.45,0.027,0.288,0.0,3.0,14.717
Saka,MID,Arsenal,9.5,10.8,3,5.025,,5.025,model,5.214,0.015,0.327,0.0,3.0,15.717
Mbeumo,MID,Man United,8.0,20.2,3,4.988,,4.988,model,4.604,0.0,0.267,0.0,3.0,14.717
Szoboszlai,MID,Liverpool,7.0,46.5,3,4.978,,4.978,model,4.584,0.061,0.318,0.0,3.0,14.717
Watkins,FWD,Aston Villa,8.0,12.7,3,4.939,,4.939,model,4.953,0.0,0.0,0.0,2.0,12.707
Gvardiol,DEF,Man City,5.5,12.6,3,4.858,,4.858,model,4.668,0.003,1.643,0.0,2.0,13.254
Cherki,MID,Man City,7.5,9.2,3,4.779,,4.779,model,5.34,0.047,0.285,0.0,3.0,15.717
Isak,FWD,Liverpool,9.0,11.4,3,4.654,,4.654,model,5.143,0.0,0.0,0.0,2.0,16.334
Gabriel,DEF,Arsenal,8.0,26.5,3,4.573,,4.573,model,3.799,0.284,1.649,0.0,4.0,12.254
Virgil,DEF,Liverpool,6.5,16.5,3,4.547,,4.547,model,3.608,0.479,1.495,0.0,4.0,11.985
Wirtz,MID,Liverpool,7.5,12.6,3,4.501,,4.501,model,4.584,0.046,0.282,0.0,3.0,14.717
Foden,MID,Man City,7.0,7.3,3,4.499,,4.499,model,5.132,0.004,0.304,0.0,3.0,15.612
Thiago,FWD,Brentford,8.0,16.1,3,4.296,,4.296,model,4.237,0.014,0.0,0.0,2.0,12.707
Gakpo,MID,Liverpool,7.0,3.4,3,4.169,,4.169,model,4.576,0.0,0.266,0.0,2.0,14.717
Senesi,DEF,Tottenham,6.0,10.6,3,4.095,,4.095,model,3.199,1.127,0.994,0.0,4.0,9.286
Cash,DEF,Aston Villa,4.5,7.8,3,4.036,,4.036,model,3.369,0.027,1.708,0.0,2.0,9.985
Anderson,MID,Man City,6.5,12.0,3,3.99,,3.99,model,3.293,0.437,0.41,0.0,3.0,10.358
Rice,MID,Arsenal,7.5,22.4,3,3.936,,3.936,model,3.474,0.13,0.381,0.0,3.0,10.254
Gibbs-White,MID,Nott'm Forest,8.0,11.6,3,3.917,,3.917,model,3.668,0.002,0.28,0.0,2.0,9.358
Cunha,MID,Man United,8.0,13.6,3,3.893,,3.893,model,3.892,0.011,0.255,0.0,2.0,11.985
Matheus N.,DEF,Man City,6.0,4.8,3,3.861,,3.861,model,3.51,0.049,1.573,0.0,2.0,9.985
Donnarumma,GK,Man City,5.5,11.0,3,3.794,,3.794,model,2.65,0.0,2.004,0.0,2.0,6.51
Rúben,DEF,Man City,5.5,1.4,3,3.784,,3.784,model,3.436,0.033,1.661,0.0,2.0,8.985
Konsa,DEF,Aston Villa,4.5,16.6,3,3.759,,3.759,model,3.054,0.025,1.677,0.0,2.0,8.896
Thiaw,DEF,Newcastle,5.0,2.0,3,3.757,,3.757,model,3.749,0.787,0.803,0.0,3.0,10.896
Groß,MID,Brighton,5.5,9.3,3,3.73,,3.73,model,3.639,0.005,0.282,0.0,2.0,9.358
Truffert,DEF,Bournemouth,5.5,4.8,3,3.698,,3.698,model,3.073,0.859,0.862,0.0,3.0,8.896
Palmer,MID,Chelsea,9.5,11.7,3,3.673,,3.673,model,3.873,0.001,0.136,0.0,2.0,11.985
Raya,GK,Arsenal,6.0,31.0,3,3.649,,3.649,model,2.482,0.0,1.889,1.0,2.0,6.51
Jacquet,DEF,Liverpool,5.0,1.6,3,3.643,,3.643,model,4.499,0.509,1.135,0.0,2.0,9.896
Calafiori,DEF,Arsenal,5.5,16.8,3,3.637,,3.637,model,3.846,0.083,1.315,0.0,2.0,12.254
Aït-Nouri,DEF,Man City,5.5,1.1,3,3.616,,3.616,model,4.073,0.0,1.316,0.0,2.0,12.254
Ndiaye,MID,Everton,6.0,15.9,3,3.601,,3.601,model,3.311,0.062,0.176,0.0,2.0,9.358
Doku,MID,Man City,7.5,6.4,3,3.573,,3.573,model,4.062,0.0,0.28,0.0,2.0,11.985
Vuskovic,DEF,Brighton,5.0,2.9,3,3.562,,3.562,model,3.936,0.507,1.11,0.0,2.0,8.896
Eze,MID,Arsenal,6.5,3.2,3,3.549,,3.549,model,4.201,0.0,0.273,0.0,2.0,11.985
Mukiele,DEF,Sunderland,5.5,7.5,3,3.533,,3.533,model,3.108,0.743,0.939,0.0,3.0,8.896
Muñoz,DEF,Crystal Palace,5.5,11.6,3,3.512,,3.512,model,3.343,0.02,1.2,0.0,2.0,9.985
Struijk,DEF,Brighton,5.0,0.5,3,3.494,,3.494,model,3.495,0.548,1.066,0.0,2.0,9.896
Tzolis,MID,Arsenal,6.5,2.3,3,3.48,,3.48,model,4.894,0.269,0.304,0.0,2.0,12.886
Tavernier,MID,Bournemouth,6.0,1.9,3,3.477,,3.477,model,3.739,0.031,0.186,0.0,2.0,9.358
Schade,MID,Brentford,6.0,2.1,3,3.474,,3.474,model,3.92,0.004,0.248,0.0,2.0,9.358
Mosquera,DEF,Arsenal,5.5,15.7,3,3.461,,3.461,model,3.499,0.535,1.181,0.0,2.0,8.358
Van Hecke,DEF,Tottenham,5.0,8.3,3,3.455,,3.455,model,2.998,0.503,1.036,0.0,2.0,8.896
Gyökeres,FWD,Arsenal,7.5,13.1,3,3.431,,3.431,model,4.021,0.0,0.0,0.0,2.0,12.707
Hincapie,DEF,Arsenal,5.5,4.2,3,3.41,,3.41,model,3.494,0.425,1.236,0.0,2.0,8.896
Manzambi,MID,Aston Villa,6.0,2.1,3,3.409,,3.409,model,4.882,0.16,0.292,0.0,2.0,11.999
Calvert-Lewin,FWD,Leeds,6.0,24.1,3,3.385,,3.385,model,3.559,0.0,0.0,0.0,2.0,12.707
A.García,DEF,Aston Villa,4.0,1.6,3,3.36,,3.36,model,4.163,0.35,1.248,0.0,2.0,8.896
Martinez,GK,Aston Villa,5.0,4.8,3,3.357,,3.357,model,2.599,0.0,1.711,0.0,2.0,6.51
Bruno G.,MID,Newcastle,7.0,10.0,3,3.355,,3.355,model,2.962,0.005,0.21,0.0,2.0,9.358
McGinn,MID,Aston Villa,5.5,2.7,3,3.35,,3.35,model,3.523,0.003,0.31,0.0,2.0,9.358
Sarr,MID,Crystal Palace,6.5,8.8,3,3.349,,3.349,model,3.665,0.001,0.232,0.0,2.0,9.358
Havertz,FWD,Arsenal,7.5,3.8,3,3.348,,3.348,model,4.242,0.001,0.0,0.0,2.0,12.707
O.Dango,MID,Brentford,6.5,1.4,3,3.34,,3.34,model,3.848,0.005,0.23,0.0,2.0,11.985
N.Williams,DEF,Nott'm Forest,5.0,12.5,3,3.339,,3.339,model,3.24,0.091,1.165,0.0,2.0,8.896
F.Kadıoğlu,DEF,Brighton,4.5,2.9,3,3.333,,3.333,model,3.262,0.118,1.143,0.0,2.0,8.985
Collins,DEF,Brentford,5.5,2.0,3,3.323,,3.323,model,3.014,0.243,1.219,0.0,2.0,8.358
Kayode,DEF,Brentford,4.5,3.8,3,3.317,,3.317,model,2.967,0.19,1.28,0.0,2.0,8.358
Ballard,DEF,Sunderland,5.0,3.8,3,3.297,,3.297,model,3.274,0.883,0.822,0.0,3.0,8.896
Amad,MID,Man United,6.0,1.6,3,3.273,,3.273,model,3.685,0.014,0.206,0.0,2.0,9.358
Van den Berg,DEF,Brentford,5.0,0.7,3,3.266,,3.266,model,3.275,0.191,1.174,0.0,2.0,8.896
Shaw,DEF,Man United,4.5,24.5,3,3.246,,3.246,model,2.965,0.272,1.161,0.0,2.0,8.358
Milenković,DEF,Nott'm Forest,5.5,2.3,3,3.201,,3.201,model,2.836,0.128,1.267,0.0,2.0,8.358
Ampadu,MID,Leeds,5.5,1.6,3,3.175,,3.175,model,2.455,0.771,0.188,0.0,3.0,8.358
E.Le Fée,MID,Sunderland,6.0,12.8,3,3.167,,3.167,model,2.574,0.419,0.219,0.0,2.0,8.358
Alderete,DEF,Sunderland,5.0,1.1,3,3.159,,3.159,model,3.079,0.825,0.837,0.0,2.0,8.358
A.Becker,GK,Liverpool,5.5,4.1,3,3.152,,3.152,model,2.517,0.0,1.53,0.0,2.0,6.51
Evanilson,FWD,Bournemouth,6.0,2.0,3,3.131,,3.131,model,3.519,0.001,0.0,0.0,2.0,10.98
Enzo,MID,Chelsea,7.0,5.5,3,3.121,,3.121,model,2.952,0.011,0.145,0.0,2.0,8.358
Rayan,MID,Bournemouth,6.5,3.5,3,3.118,,3.118,model,3.583,0.053,0.163,0.0,2.0,9.358
Mateta,FWD,Crystal Palace,6.5,6.8,3,3.104,,3.104,model,3.634,0.0,0.0,0.0,2.0,12.707
Mitchell,DEF,Crystal Palace,4.5,6.8,3,3.097,,3.097,model,2.902,0.093,1.154,0.0,2.0,7.896
Dalot,DEF,Man United,5.0,3.0,3,3.094,,3.094,model,3.215,0.037,1.04,0.0,2.0,8.896
Xhaka,MID,Sunderland,5.5,5.6,3,3.091,,3.091,model,2.303,0.656,0.209,0.0,3.0,7.627
Digne,DEF,Aston Villa,4.5,1.4,3,3.089,,3.089,model,3.63,0.009,1.123,0.0,2.0,9.985
Dunk,DEF,Brighton,4.5,0.8,3,3.086,,3.086,model,3.069,0.227,1.14,0.0,2.0,8.358
Wood,FWD,Nott'm Forest,6.0,1.8,3,3.082,,3.082,model,3.691,0.0,0.0,0.0,2.0,12.707
Kelleher,GK,Brentford,5.0,5.6,3,3.072,,3.072,model,2.501,0.0,1.47,0.0,2.0,6.51
Khusanov,DEF,Man City,5.5,2.0,3,3.06,,3.06,model,3.467,0.121,1.216,0.0,2.0,8.896
Kerkez,DEF,Liverpool,5.5,5.5,3,3.056,,3.056,model,3.19,0.022,1.172,0.0,2.0,8.896
Rodon,DEF,Leeds,4.5,1.8,3,3.038,,3.038,model,2.825,0.779,0.821,0.0,2.0,8.358
Pedro Porro,DEF,Tottenham,5.5,23.5,3,3.035,,3.035,model,2.946,0.186,0.952,0.0,2.0,8.358
Munoz,MID,Liverpool,6.5,0.8,3,3.024,,3.024,model,4.861,0.221,0.209,0.0,2.0,14.717
Richards,DEF,Crystal Palace,5.0,0.8,3,3.011,,3.011,model,3.061,0.363,1.037,0.0,2.0,8.358
Romero,DEF,Tottenham,5.0,1.1,3,2.992,,2.992,model,3.094,0.541,0.812,0.0,2.0,8.896
Garnacho,MID,Aston Villa,6.0,1.0,3,2.977,,2.977,model,4.167,0.0,0.181,0.0,1.0,11.985
Verbruggen,GK,Brighton,4.5,17.0,3,2.963,,2.963,model,2.343,0.0,1.395,0.0,2.0,6.51
Tarkowski,DEF,Everton,6.0,9.9,3,2.959,,2.959,model,2.809,0.273,0.822,0.0,2.0,8.358
Aina,DEF,Nott'm Forest,4.5,4.4,3,2.957,,2.957,model,2.79,0.021,1.193,0.0,2.0,6.358
Mac Allister,MID,Liverpool,5.5,1.9,3,2.944,,2.944,model,3.188,0.007,0.258,0.0,2.0,9.358
Rogers,MID,Chelsea,7.5,28.8,3,2.937,,2.937,model,2.369,0.005,0.154,0.0,2.0,8.358
João Pedro,FWD,Chelsea,7.5,54.9,3,2.934,,2.934,model,2.81,0.001,0.0,0.0,2.0,7.353
