player,pos,team,cost,own,gw,mean,solio,blended,src,sd,defcon_ev,cs_ev,p5,median,p95
Foden,MID,Man City,7.0,7.3,7,5.261,,5.261,model,5.742,0.011,0.351,0.0,3.0,15.717
Gvardiol,DEF,Man City,5.5,12.6,7,5.217,,5.217,model,4.783,0.008,1.796,0.0,5.627,13.254
B.Fernandes,MID,Man United,12.0,48.6,7,5.142,,5.142,model,4.493,0.021,0.235,0.0,3.0,14.717
Mbeumo,MID,Man United,8.0,20.2,7,5.027,,5.027,model,4.659,0.0,0.237,0.0,3.0,14.717
Cherki,MID,Man City,7.5,9.2,7,4.96,,4.96,model,5.794,0.036,0.301,0.0,3.0,15.717
Senesi,DEF,Tottenham,6.0,10.6,7,4.917,,4.917,model,3.681,1.086,1.387,0.0,4.0,11.985
Thiago,FWD,Brentford,8.0,16.1,7,4.628,,4.628,model,4.519,0.014,0.0,0.0,2.0,12.707
Gabriel,DEF,Arsenal,8.0,26.5,7,4.576,,4.576,model,3.668,0.291,1.758,0.0,4.0,11.985
Saka,MID,Arsenal,9.5,10.8,7,4.487,,4.487,model,4.721,0.013,0.329,0.0,3.0,14.717
Truffert,DEF,Bournemouth,5.5,4.8,7,4.466,,4.466,model,3.387,0.859,1.428,0.0,4.0,9.985
Palmer,MID,Chelsea,9.5,11.7,7,4.415,,4.415,model,4.563,0.001,0.198,0.0,2.0,14.717
Matheus N.,DEF,Man City,6.0,4.8,7,4.265,,4.265,model,3.7,0.053,1.781,0.0,2.0,9.985
Anderson,MID,Man City,6.5,12.0,7,4.253,,4.253,model,3.564,0.444,0.446,0.0,3.0,11.358
Van Hecke,DEF,Tottenham,5.0,8.3,7,4.214,,4.214,model,3.397,0.485,1.382,0.0,3.0,9.985
Szoboszlai,MID,Liverpool,7.0,46.5,7,4.066,,4.066,model,3.744,0.049,0.18,0.0,2.0,11.985
Aït-Nouri,DEF,Man City,5.5,1.1,7,3.976,,3.976,model,4.356,0.001,1.427,0.0,2.0,13.254
Donnarumma,GK,Man City,5.5,11.0,7,3.928,,3.928,model,2.696,0.0,2.118,0.0,2.0,6.51
Rúben,DEF,Man City,5.5,1.4,7,3.926,,3.926,model,3.624,0.039,1.666,0.0,2.0,9.985
Doku,MID,Man City,7.5,6.4,7,3.905,,3.905,model,4.486,0.001,0.32,0.0,2.0,12.985
Thiaw,DEF,Newcastle,5.0,2.0,7,3.904,,3.904,model,3.785,0.761,0.895,0.0,3.0,10.896
Vuskovic,DEF,Brighton,5.0,2.9,7,3.888,,3.888,model,3.96,0.493,1.408,0.0,2.0,8.896
Cunha,MID,Man United,8.0,13.6,7,3.87,,3.87,model,3.892,0.007,0.194,0.0,2.0,11.985
Enzo,MID,Chelsea,7.0,5.5,7,3.853,,3.853,model,3.7,0.008,0.24,0.0,2.0,10.254
Pedro Porro,DEF,Tottenham,5.5,23.5,7,3.847,,3.847,model,3.403,0.187,1.318,0.0,2.0,9.985
Ndiaye,MID,Everton,6.0,15.9,7,3.804,,3.804,model,3.576,0.045,0.226,0.0,2.0,9.358
Struijk,DEF,Brighton,5.0,0.5,7,3.79,,3.79,model,3.599,0.505,1.35,0.0,2.0,9.985
Van de Ven,DEF,Tottenham,5.0,6.8,7,3.764,,3.764,model,3.286,0.337,1.348,0.0,2.0,8.896
Rice,MID,Arsenal,7.5,22.4,7,3.747,,3.747,model,3.125,0.124,0.385,0.0,3.0,9.358
Romero,DEF,Tottenham,5.0,1.1,7,3.728,,3.728,model,3.674,0.528,1.191,0.0,2.0,9.985
Isak,FWD,Liverpool,9.0,11.4,7,3.728,,3.728,model,4.096,0.0,0.0,0.0,2.0,12.707
Schade,MID,Brentford,6.0,2.1,7,3.718,,3.718,model,4.154,0.004,0.184,0.0,2.0,12.985
Raya,GK,Arsenal,6.0,31.0,7,3.687,,3.687,model,2.475,0.0,1.95,0.0,2.0,6.51
Bassey,DEF,Fulham,4.5,0.6,7,3.633,,3.633,model,3.3,0.065,1.617,0.0,2.0,8.896
Calvert-Lewin,FWD,Leeds,6.0,24.1,7,3.631,,3.631,model,3.816,0.0,0.0,0.0,2.0,12.707
Calafiori,DEF,Arsenal,5.5,16.8,7,3.631,,3.631,model,3.779,0.086,1.332,0.0,2.0,12.254
Tavernier,MID,Bournemouth,6.0,1.9,7,3.622,,3.622,model,3.957,0.036,0.272,0.0,2.0,11.985
Groß,MID,Brighton,5.5,9.3,7,3.619,,3.619,model,3.512,0.003,0.343,0.0,2.0,9.358
F.Kadıoğlu,DEF,Brighton,4.5,2.9,7,3.584,,3.584,model,3.256,0.111,1.389,0.0,2.0,8.985
Watkins,FWD,Aston Villa,8.0,12.7,7,3.572,,3.572,model,3.693,0.0,0.0,0.0,2.0,12.707
João Pedro,FWD,Chelsea,7.5,54.9,7,3.547,,3.547,model,3.606,0.0,0.0,0.0,2.0,12.707
Wirtz,MID,Liverpool,7.5,12.6,7,3.522,,3.522,model,3.676,0.042,0.165,0.0,2.0,10.259
Rogers,MID,Chelsea,7.5,28.8,7,3.511,,3.511,model,2.999,0.007,0.239,0.0,2.0,9.358
Robinson,DEF,Fulham,4.5,2.6,7,3.507,,3.507,model,3.449,0.013,1.502,0.0,2.0,9.985
Hincapie,DEF,Arsenal,5.5,4.2,7,3.496,,3.496,model,3.474,0.451,1.341,0.0,2.0,8.896
Leno,GK,Fulham,4.5,3.2,7,3.495,,3.495,model,2.575,0.0,1.843,0.0,2.0,6.51
Virgil,DEF,Liverpool,6.5,16.5,7,3.47,,3.47,model,3.22,0.483,0.944,0.0,2.0,8.896
Lacroix,DEF,Chelsea,6.0,11.7,7,3.46,,3.46,model,3.127,0.458,1.023,0.0,2.0,8.896
Tarkowski,DEF,Everton,6.0,9.9,7,3.439,,3.439,model,3.121,0.29,1.062,0.0,2.0,8.896
Bruno G.,MID,Newcastle,7.0,10.0,7,3.397,,3.397,model,3.017,0.008,0.236,0.0,2.0,9.358
Verbruggen,GK,Brighton,4.5,17.0,7,3.396,,3.396,model,2.436,0.0,1.735,0.0,2.0,6.51
Gakpo,MID,Liverpool,7.0,3.4,7,3.386,,3.386,model,3.781,0.001,0.144,0.0,2.0,10.254
van Ewijk,DEF,Coventry,4.0,15.9,7,3.374,,3.374,model,3.223,1.027,0.722,0.0,3.0,8.358
Iwobi,MID,Fulham,5.5,0.9,7,3.372,,3.372,model,3.397,0.001,0.36,0.0,2.0,9.358
O.Dango,MID,Brentford,6.5,1.4,7,3.333,,3.333,model,3.94,0.011,0.163,0.0,2.0,11.985
Sessegnon,DEF,Fulham,4.5,0.4,7,3.29,,3.29,model,4.191,0.279,1.03,0.0,1.0,11.985
Mosquera,DEF,Arsenal,5.5,15.7,7,3.275,,3.275,model,3.209,0.479,1.174,0.0,2.0,8.358
Hill,DEF,Bournemouth,5.5,1.2,7,3.274,,3.274,model,3.338,0.703,1.024,0.0,2.0,8.358
Dunk,DEF,Brighton,4.5,0.8,7,3.265,,3.265,model,3.101,0.205,1.305,0.0,2.0,8.358
Ampadu,MID,Leeds,5.5,1.6,7,3.24,,3.24,model,2.691,0.733,0.16,0.0,3.0,8.358
Evanilson,FWD,Bournemouth,6.0,2.0,7,3.238,,3.238,model,3.739,0.0,0.0,0.0,2.0,12.707
Fernandes,MID,Tottenham,6.0,3.3,7,3.233,,3.233,model,2.874,0.235,0.309,0.0,2.0,9.358
Amad,MID,Man United,6.0,1.6,7,3.214,,3.214,model,3.74,0.009,0.165,0.0,2.0,10.254
Khusanov,DEF,Man City,5.5,2.0,7,3.196,,3.196,model,3.527,0.109,1.287,0.0,2.0,8.896
Solanke,FWD,Tottenham,6.0,2.6,7,3.192,,3.192,model,4.035,0.0,0.0,0.0,2.0,12.707
Mukiele,DEF,Sunderland,5.5,7.5,7,3.187,,3.187,model,2.852,0.749,0.776,0.0,2.0,8.358
Tzolis,MID,Arsenal,6.5,2.3,7,3.187,,3.187,model,3.97,0.231,0.312,0.0,2.0,10.358
Eze,MID,Arsenal,6.5,3.2,7,3.147,,3.147,model,3.677,0.001,0.278,0.0,2.0,9.358
Rayan,MID,Bournemouth,6.5,3.5,7,3.14,,3.14,model,3.631,0.05,0.26,0.0,2.0,9.358
Thomas,DEF,Coventry,4.0,8.7,7,3.127,,3.127,model,3.054,0.948,0.693,0.0,3.0,8.358
Maddison,MID,Tottenham,6.5,1.9,7,3.113,,3.113,model,4.128,0.0,0.185,0.0,2.0,11.985
Shaw,DEF,Man United,4.5,24.5,7,3.111,,3.111,model,2.908,0.275,1.053,0.0,2.0,8.358
Kusi-Asare,FWD,Fulham,4.5,7.8,7,3.092,,3.092,model,4.593,0.019,0.0,0.0,2.0,12.707
E.Le Fée,MID,Sunderland,6.0,12.8,7,3.089,,3.089,model,2.549,0.413,0.19,0.0,2.0,8.358
Gibbs-White,MID,Nott'm Forest,8.0,11.6,7,3.088,,3.088,model,2.703,0.001,0.203,0.0,2.0,8.358
Stach,MID,Leeds,6.0,1.2,7,3.087,,3.087,model,3.144,0.348,0.139,0.0,2.0,9.254
Gyökeres,FWD,Arsenal,7.5,13.1,7,3.057,,3.057,model,3.476,0.0,0.0,0.0,2.0,10.98
Havertz,FWD,Arsenal,7.5,3.8,7,3.048,,3.048,model,3.866,0.0,0.0,0.0,2.0,12.707
Ballard,DEF,Sunderland,5.0,3.8,7,3.039,,3.039,model,3.072,0.861,0.642,0.0,2.0,8.358
Sarr,MID,Crystal Palace,6.5,8.8,7,3.034,,3.034,model,3.188,0.002,0.168,0.0,2.0,9.358
Collins,DEF,Brentford,5.5,2.0,7,3.026,,3.026,model,3.181,0.22,0.892,0.0,2.0,8.896
Keane,DEF,Everton,5.0,1.6,7,3.009,,3.009,model,3.179,0.49,0.84,0.0,2.0,8.896
Dewsbury-Hall,MID,Everton,6.5,3.8,7,2.994,,2.994,model,3.139,0.123,0.202,0.0,2.0,9.358
Xhaka,MID,Sunderland,5.5,5.6,7,2.988,,2.988,model,2.277,0.626,0.184,0.0,2.0,7.627
Palestra,DEF,Chelsea,5.5,1.8,7,2.986,,2.986,model,3.796,0.468,0.818,0.0,2.0,8.358
Wilson,MID,Leeds,6.5,8.3,7,2.974,,2.974,model,3.268,0.006,0.13,0.0,2.0,9.254
Spence,DEF,Tottenham,4.5,9.0,7,2.972,,2.972,model,3.176,0.055,1.11,0.0,2.0,8.896
Tete,DEF,Fulham,4.5,0.2,7,2.968,,2.968,model,3.458,0.111,1.171,0.0,2.0,9.985
Kayode,DEF,Brentford,4.5,3.8,7,2.968,,2.968,model,2.957,0.205,0.93,0.0,2.0,8.896
Scott,MID,Bournemouth,6.0,1.6,7,2.968,,2.968,model,2.958,0.341,0.252,0.0,2.0,9.358
Wieffer,DEF,Brighton,5.0,0.3,7,2.967,,2.967,model,3.603,0.491,0.872,0.0,1.0,8.999
Petrović,GK,Bournemouth,4.5,3.7,7,2.959,,2.959,model,2.499,0.0,1.44,0.0,2.0,6.51
Mateta,FWD,Crystal Palace,6.5,6.8,7,2.937,,2.937,model,3.349,0.001,0.0,0.0,2.0,7.353
Muñoz,DEF,Crystal Palace,5.5,11.6,7,2.931,,2.931,model,3.011,0.019,0.898,0.0,2.0,8.896
Reijnders,MID,Man City,6.0,0.4,7,2.93,,2.93,model,4.512,0.011,0.198,0.0,1.0,12.985
Dalot,DEF,Man United,5.0,3.0,7,2.902,,2.902,model,3.137,0.051,0.917,0.0,2.0,8.896
Alderete,DEF,Sunderland,5.0,1.1,7,2.896,,2.896,model,2.935,0.801,0.729,0.0,2.0,8.358
Van den Berg,DEF,Brentford,5.0,0.7,7,2.878,,2.878,model,3.199,0.199,0.806,0.0,2.0,8.896
