rank,player,pos,team,status,cost_m,own,nfix,exp_starts,mean,sd,p5,p25,median,p75,p95,pts_per_fix,pts_per_m,p_ceiling,p_floor,cold_start,adj_delta,adj_total,gw_from,gw_to,id
70.0,Mukiele,DEF,Sunderland,projected,5.5,7.6,6,4.78,19.025,8.097,7.0,13.358,18.358,23.717,32.89,3.171,3.459,0.03,0.193,False,0.0,19.025,1,6,533
71.0,Dewsbury-Hall,MID,Everton,projected,6.5,3.9,6,4.51,19.008,8.682,8.0,12.627,17.493,23.986,34.872,3.168,2.924,0.045,0.236,False,0.0,19.008,1,6,236
72.0,Sarr,MID,Crystal Palace,projected,6.5,9.3,6,3.69,18.827,11.146,5.0,10.627,16.358,24.639,40.098,3.138,2.896,0.076,0.316,False,0.0,18.827,1,6,208
73.0,Dalot,DEF,Man United,projected,5.0,3.0,6,4.37,18.753,9.556,6.0,12.0,17.433,24.15,36.064,3.126,3.751,0.051,0.251,False,0.0,18.753,1,6,417
74.0,O'Brien,DEF,Everton,projected,5.0,0.5,6,5.2,18.727,7.824,7.0,13.358,17.717,23.075,32.339,3.121,3.745,0.023,0.193,False,0.0,18.727,1,6,232
75.0,Caicedo,MID,Chelsea,projected,5.5,3.7,6,4.78,18.709,6.612,10.0,14.0,18.0,22.0,29.986,3.118,3.402,0.022,0.148,False,0.0,18.709,1,6,159
76.0,Gomez,MID,Brighton,projected,5.0,1.8,6,3.96,18.443,9.856,6.0,11.56,16.851,23.358,37.702,3.074,3.689,0.055,0.298,False,0.0,18.443,1,6,127
77.0,Woltemade,FWD,Newcastle,projected,6.0,1.7,6,3.69,18.41,11.049,4.0,10.735,16.707,24.06,38.766,3.068,3.068,0.066,0.341,False,0.0,18.41,1,6,463
78.0,Dowman,MID,Arsenal,projected,5.5,0.2,6,2.93,18.406,18.655,1.0,7.0,13.0,22.717,53.251,3.068,3.347,0.12,0.465,True,0.0,18.406,1,6,-1
79.0,E.Le Fée,MID,Sunderland,projected,6.0,12.6,6,4.92,18.376,6.576,10.0,13.627,17.627,22.254,30.886,3.063,3.063,0.015,0.179,False,0.0,18.376,1,6,542
80.0,Wieffer,DEF,Brighton,projected,5.0,0.3,6,3.55,18.316,9.243,4.95,11.358,17.717,23.985,35.613,3.053,3.663,0.048,0.275,False,0.0,18.316,1,6,130
81.0,Ballard,DEF,Sunderland,projected,5.0,3.6,6,3.69,18.229,8.859,5.0,12.0,17.358,23.717,34.168,3.038,3.646,0.039,0.26,False,0.0,18.229,1,6,532
82.0,Mac Allister,MID,Liverpool,projected,5.5,1.9,6,4.65,18.159,8.56,7.95,12.0,16.358,22.717,33.599,3.027,3.302,0.037,0.268,False,0.0,18.159,1,6,372
83.0,Cash,DEF,Aston Villa,projected,4.5,7.8,6,5.06,18.151,7.91,7.0,12.358,16.985,23.116,32.061,3.025,4.034,0.028,0.235,False,0.0,18.151,1,6,32
84.0,Chalobah,DEF,Chelsea,projected,5.5,2.0,6,4.65,18.144,8.061,6.0,12.358,16.941,22.736,32.631,3.024,3.299,0.03,0.222,False,0.0,18.144,1,6,143
85.0,Pedro Porro,DEF,Tottenham,projected,5.5,23.8,6,4.78,18.058,8.049,7.0,12.358,16.985,22.612,33.052,3.01,3.283,0.029,0.23,False,0.0,18.058,1,6,499
86.0,Aaronson,MID,Leeds,projected,5.5,0.8,6,4.51,18.034,8.628,7.0,12.0,16.627,22.717,34.866,3.006,3.279,0.038,0.271,False,0.0,18.034,1,6,337
87.0,Hume,DEF,Sunderland,projected,4.5,2.4,6,5.06,18.018,7.962,7.0,12.358,16.985,22.78,32.07,3.003,4.004,0.024,0.241,False,0.0,18.018,1,6,534
88.0,Muñoz,DEF,Crystal Palace,projected,5.5,11.7,6,4.37,18.006,8.629,5.0,11.627,16.985,23.344,33.634,3.001,3.274,0.026,0.272,False,0.0,18.006,1,6,201
89.0,Arrizabalaga,GK,Arsenal,projected,5.0,0.1,6,4.6,17.999,7.802,5.0,12.51,18.019,23.528,30.038,3.0,3.6,0.007,0.221,True,0.0,17.999,1,6,-1
90.0,Enes Ünal,FWD,Bournemouth,projected,5.5,0.2,6,2.59,17.984,17.049,1.0,5.0,13.353,25.413,52.826,2.997,3.27,0.142,0.479,True,0.0,17.984,1,6,-1
91.0,Mykolenko,DEF,Everton,projected,4.5,1.3,6,4.92,17.959,7.581,7.0,12.358,17.358,22.717,30.707,2.993,3.991,0.016,0.228,False,0.0,17.959,1,6,233
92.0,Meslier,GK,Arsenal,projected,5.0,0.1,6,4.6,17.777,7.614,5.0,12.51,17.274,23.528,30.038,2.963,3.555,0.004,0.23,True,0.0,17.777,1,6,-1
93.0,Doku,MID,Man City,projected,7.5,6.4,6,3.0,17.774,11.41,4.0,9.627,15.672,22.881,39.23,2.962,2.37,0.07,0.345,False,0.0,17.774,1,6,400
94.0,Rodon,DEF,Leeds,projected,4.5,1.8,6,4.92,17.726,7.596,7.0,12.358,16.717,22.277,31.15,2.954,3.939,0.018,0.249,False,0.0,17.726,1,6,329
95.0,Gravenberch,MID,Liverpool,projected,6.0,1.9,6,5.06,17.725,6.673,9.0,13.0,17.0,21.0,30.725,2.954,2.954,0.019,0.199,False,0.0,17.725,1,6,371
96.0,Chiesa,MID,Liverpool,projected,5.5,0.2,6,2.93,17.714,18.127,1.0,6.0,12.0,22.717,54.41,2.952,3.221,0.122,0.51,True,0.0,17.714,1,6,-1
97.0,Tzolis,MID,Arsenal,projected,6.5,2.1,6,3.53,17.614,15.191,2.0,9.0,14.0,21.254,43.806,2.936,2.71,0.097,0.428,True,0.0,17.614,1,6,-1
98.0,Gomes,MID,Aston Villa,projected,5.5,0.3,6,3.82,17.611,7.132,7.0,13.0,17.0,22.0,30.717,2.935,3.202,0.012,0.241,False,0.0,17.611,1,6,54
99.0,Dunk,DEF,Brighton,projected,4.5,0.7,6,4.65,17.555,7.564,7.0,12.358,16.717,22.254,30.976,2.926,3.901,0.021,0.244,False,0.0,17.555,1,6,116
100.0,Van de Ven,DEF,Tottenham,projected,5.0,6.5,6,5.2,17.49,7.891,6.0,11.358,16.717,21.84,30.985,2.915,3.498,0.024,0.265,False,0.0,17.49,1,6,503
101.0,Yarmoliuk,MID,Brentford,projected,5.0,1.5,6,4.51,17.418,6.672,8.0,13.0,16.627,21.063,29.084,2.903,3.484,0.015,0.212,False,0.0,17.418,1,6,102
102.0,Konsa,DEF,Aston Villa,projected,4.5,17.0,6,5.06,17.251,7.659,7.0,11.84,16.358,21.717,31.24,2.875,3.833,0.023,0.257,False,0.0,17.251,1,6,31
103.0,Stach,MID,Leeds,projected,6.0,1.3,6,4.24,17.143,8.01,6.0,12.0,16.358,21.254,31.513,2.857,2.857,0.028,0.281,False,0.0,17.143,1,6,335
104.0,Donnarumma,GK,Man City,projected,5.5,11.1,6,5.06,17.101,6.334,7.0,12.51,17.019,21.528,28.038,2.85,3.109,0.005,0.209,False,0.0,17.101,1,6,384
105.0,Xhaka,MID,Sunderland,projected,5.5,5.8,6,4.78,17.035,5.732,9.0,13.0,16.627,20.0,27.358,2.839,3.097,0.006,0.199,False,0.0,17.035,1,6,544
106.0,Eze,MID,Arsenal,projected,6.5,3.3,6,3.41,17.024,10.509,4.0,9.627,15.358,21.986,37.434,2.837,2.619,0.062,0.36,False,0.0,17.024,1,6,14
107.0,Buendía,MID,Aston Villa,projected,6.0,0.9,6,3.27,16.979,10.026,3.0,9.627,15.358,22.717,35.447,2.83,2.83,0.047,0.366,False,0.0,16.979,1,6,41
108.0,Barnes,MID,Newcastle,projected,6.0,1.2,6,3.0,16.896,9.735,4.0,9.627,15.254,22.717,34.447,2.816,2.816,0.04,0.351,False,0.0,16.896,1,6,453
109.0,Damsgaard,MID,Brentford,projected,5.5,0.7,6,3.69,16.849,8.666,5.0,11.0,15.627,21.358,31.881,2.808,3.063,0.032,0.321,False,0.0,16.849,1,6,96
110.0,Hincapie,DEF,Arsenal,projected,5.5,4.3,6,3.14,16.778,8.905,4.0,10.358,15.985,21.717,32.706,2.796,3.051,0.033,0.323,False,0.0,16.778,1,6,9
111.0,Verbruggen,GK,Brighton,projected,4.5,16.8,6,5.61,16.774,5.977,7.95,12.51,16.51,20.528,27.038,2.796,3.728,0.001,0.225,False,0.0,16.774,1,6,109
112.0,Mukasa,MID,Man City,projected,4.5,0.1,6,2.32,16.75,19.571,1.0,5.0,11.0,21.358,53.509,2.792,3.722,0.114,0.558,True,0.0,16.75,1,6,-1
113.0,Richarlison,FWD,Tottenham,projected,6.0,1.9,6,3.14,16.715,9.535,5.0,9.353,14.707,21.707,34.78,2.786,2.786,0.043,0.359,False,0.0,16.715,1,6,527
114.0,Yeremy,MID,Crystal Palace,projected,5.5,0.2,6,3.96,16.651,8.912,5.0,10.0,15.254,21.28,33.351,2.775,3.027,0.031,0.356,False,0.0,16.651,1,6,211
115.0,Reijnders,MID,Man City,projected,6.0,0.4,6,3.0,16.429,11.621,3.0,8.0,14.254,22.534,37.492,2.738,2.738,0.063,0.421,False,0.0,16.429,1,6,404
116.0,Minteh,MID,Brighton,projected,6.0,0.7,6,3.96,16.403,7.827,6.0,11.0,15.254,20.907,31.971,2.734,2.734,0.018,0.35,False,0.0,16.403,1,6,122
117.0,Pickford,GK,Everton,projected,5.5,9.0,6,5.61,16.384,6.13,7.0,12.51,16.019,20.019,27.088,2.731,2.979,0.002,0.239,False,0.0,16.384,1,6,226
118.0,Rúben,DEF,Man City,projected,5.5,1.4,6,3.69,16.104,8.043,5.0,10.358,15.358,20.717,30.514,2.684,2.928,0.014,0.339,False,0.0,16.104,1,6,390
119.0,Lewis,DEF,Man City,projected,4.5,0.2,6,3.09,16.039,14.204,1.0,7.0,13.717,20.717,39.871,2.673,3.564,0.062,0.432,True,0.0,16.039,1,6,-1
120.0,Palestra,DEF,Chelsea,projected,5.5,1.5,6,3.97,16.023,11.366,3.0,9.0,14.358,20.717,34.165,2.67,2.913,0.044,0.393,True,0.0,16.023,1,6,-1
121.0,Bogle,DEF,Leeds,projected,4.5,0.4,6,4.78,15.98,7.698,5.0,10.358,14.993,20.254,29.514,2.663,3.551,0.013,0.338,False,0.0,15.98,1,6,330
122.0,Sessegnon,DEF,Fulham,projected,4.5,0.4,6,3.14,15.772,8.775,4.0,9.358,14.358,20.985,31.514,2.629,3.505,0.024,0.383,False,0.0,15.772,1,6,269
123.0,Trafford,GK,Man City,projected,5.0,1.4,6,4.6,15.77,7.749,4.0,10.51,16.019,20.528,28.038,2.628,3.154,0.002,0.307,True,0.0,15.77,1,6,-1
124.0,Hall,DEF,Newcastle,projected,5.0,4.1,6,3.69,15.741,8.475,4.0,9.358,14.717,20.344,32.509,2.624,3.148,0.02,0.379,False,0.0,15.741,1,6,449
125.0,Burn,DEF,Newcastle,projected,5.0,2.7,6,3.82,15.673,7.823,5.0,10.0,14.358,20.545,30.079,2.612,3.135,0.011,0.366,False,0.0,15.673,1,6,448
126.0,Berge,MID,Fulham,projected,5.0,0.4,6,5.06,15.652,5.497,8.0,12.0,15.0,18.627,25.717,2.609,3.13,0.004,0.295,False,0.0,15.652,1,6,265
127.0,Gudmundsson,DEF,Leeds,projected,4.5,0.5,6,4.65,15.609,7.477,5.0,10.358,14.985,19.717,29.079,2.601,3.469,0.01,0.344,False,0.0,15.609,1,6,331
128.0,Bassey,DEF,Fulham,projected,4.5,0.6,6,4.24,15.569,7.53,5.0,10.358,14.717,19.985,29.514,2.595,3.46,0.008,0.344,False,0.0,15.569,1,6,257
129.0,Tonali,MID,Tottenham,projected,5.5,4.0,6,4.65,15.564,6.282,7.596,11.0,14.627,19.0,26.717,2.594,2.83,0.007,0.339,False,0.0,15.564,1,6,455
130.0,McGinn,MID,Aston Villa,projected,5.5,2.7,6,4.24,15.554,8.056,5.0,10.0,14.0,19.426,30.735,2.592,2.828,0.023,0.397,False,0.0,15.554,1,6,45
131.0,Jensen,MID,Brentford,projected,5.5,0.1,6,3.96,15.531,7.558,6.0,10.627,14.358,19.358,29.73,2.589,2.824,0.016,0.373,False,0.0,15.531,1,6,97
132.0,Hill,DEF,Bournemouth,projected,5.5,1.3,6,3.41,15.511,7.825,5.0,10.358,14.358,19.358,28.886,2.585,2.82,0.024,0.37,False,0.0,15.511,1,6,60
133.0,Leno,GK,Fulham,projected,4.5,3.2,6,5.61,15.488,5.717,7.0,11.51,14.51,19.019,25.528,2.581,3.442,0.001,0.28,False,0.0,15.488,1,6,250
134.0,Munoz,MID,Liverpool,projected,6.5,0.8,6,3.53,15.415,14.8,2.0,7.47,12.0,17.358,40.825,2.569,2.372,0.066,0.529,True,0.0,15.415,1,6,-1
135.0,Šeško,FWD,Man United,projected,7.0,2.7,6,2.04,15.376,12.113,2.0,6.0,12.353,21.06,40.12,2.563,2.197,0.07,0.485,False,0.0,15.376,1,6,439
136.0,Kovačić,MID,Man City,projected,5.5,0.0,6,2.93,15.366,16.225,1.0,6.0,11.0,18.063,44.165,2.561,2.794,0.082,0.542,True,0.0,15.366,1,6,-1
137.0,Gusto,DEF,Chelsea,projected,5.0,1.1,6,3.96,15.354,8.208,4.0,9.358,14.358,20.254,30.513,2.559,3.071,0.02,0.393,False,0.0,15.354,1,6,144
138.0,Touré,MID,Newcastle,projected,6.0,0.2,6,3.23,15.35,13.322,2.0,7.0,11.993,19.063,42.98,2.558,2.558,0.082,0.536,True,0.0,15.35,1,6,-1
139.0,Vitor Reis,DEF,Man City,projected,4.5,0.0,6,3.09,15.25,13.053,1.0,6.907,13.358,20.717,36.195,2.542,3.389,0.053,0.463,True,0.0,15.25,1,6,-1
140.0,Barry,FWD,Everton,projected,5.5,0.9,6,3.27,15.25,9.042,4.0,9.0,13.353,19.707,32.431,2.542,2.773,0.029,0.424,False,0.0,15.25,1,6,249
141.0,Nwaneri,MID,Arsenal,projected,5.5,0.0,6,2.93,15.241,16.428,1.0,6.0,11.0,18.0,43.825,2.54,2.771,0.074,0.56,True,0.0,15.241,1,6,-1
142.0,G.Jesus,FWD,Arsenal,projected,6.0,0.4,6,2.75,15.196,16.743,1.0,6.0,10.0,18.707,46.473,2.533,2.533,0.087,0.586,True,0.0,15.196,1,6,-1
143.0,Botman,DEF,Newcastle,projected,5.0,0.4,6,3.27,15.186,8.514,4.0,9.0,14.358,20.12,30.514,2.531,3.037,0.02,0.393,False,0.0,15.186,1,6,447
144.0,Kelleher,GK,Brentford,projected,5.0,5.6,6,5.47,15.155,6.014,6.0,10.51,14.51,19.019,25.174,2.526,3.031,0.002,0.322,False,0.0,15.155,1,6,82
145.0,Igor Jesus,FWD,Nott'm Forest,projected,6.0,5.0,6,4.24,15.117,7.648,6.0,10.0,13.353,19.254,28.128,2.519,2.519,0.021,0.42,False,0.0,15.117,1,6,491
146.0,Kerkez,DEF,Liverpool,projected,5.5,5.7,6,4.1,15.11,8.753,4.0,8.627,13.717,19.254,31.791,2.518,2.747,0.028,0.411,False,0.0,15.11,1,6,358
147.0,Marc Guiu,FWD,Chelsea,projected,5.0,0.4,6,2.43,15.062,15.478,1.0,4.0,10.353,20.707,45.473,2.51,3.012,0.098,0.558,True,0.0,15.062,1,6,-1
148.0,Beto,FWD,Everton,projected,5.5,3.2,6,2.73,15.027,10.05,2.0,8.0,13.353,20.06,34.78,2.504,2.732,0.039,0.452,False,0.0,15.027,1,6,248
149.0,N.Jackson,FWD,Chelsea,projected,6.5,0.4,6,2.91,14.948,14.743,2.0,5.0,10.0,18.707,44.523,2.491,2.3,0.083,0.593,True,0.0,14.948,1,6,-1
150.0,Svoboda,DEF,Brighton,projected,5.0,0.1,6,3.53,14.927,11.16,2.0,7.358,13.358,19.717,32.093,2.488,2.985,0.036,0.449,True,0.0,14.927,1,6,-1
151.0,Iwobi,MID,Fulham,projected,5.5,0.9,6,4.37,14.753,6.873,6.0,10.0,13.627,18.254,27.612,2.459,2.682,0.012,0.408,False,0.0,14.753,1,6,261
152.0,Brooks,MID,Bournemouth,projected,5.0,0.2,6,2.18,14.701,11.011,2.0,6.627,12.358,20.411,34.608,2.45,2.94,0.045,0.483,False,0.0,14.701,1,6,74
153.0,Vuskovic,DEF,Brighton,projected,5.0,2.9,6,3.53,14.645,11.528,2.0,7.0,12.717,19.717,31.801,2.441,2.929,0.037,0.459,True,0.0,14.645,1,6,-1
154.0,Sánchez,GK,Chelsea,projected,5.0,1.9,6,5.2,14.614,6.17,6.0,10.0,13.51,18.019,25.038,2.436,2.923,0.005,0.357,False,0.0,14.614,1,6,140
155.0,Jacquet,DEF,Liverpool,projected,5.0,1.9,6,3.53,14.6,12.1,1.95,7.0,12.358,19.616,34.437,2.433,2.92,0.045,0.486,True,0.0,14.6,1,6,-1
156.0,Tsimikas,DEF,Liverpool,projected,5.0,0.1,6,3.53,14.568,11.796,2.0,7.358,12.358,19.0,31.617,2.428,2.914,0.038,0.47,True,0.0,14.568,1,6,-1
157.0,Sadiki,MID,Sunderland,projected,5.0,0.4,6,4.92,14.472,5.189,8.0,11.0,14.0,16.627,22.744,2.412,2.894,0.006,0.363,False,0.0,14.472,1,6,545
158.0,C.Jones,MID,Liverpool,projected,5.5,0.1,6,2.86,14.434,7.944,4.95,9.0,13.0,18.65,29.24,2.406,2.624,0.016,0.468,False,0.0,14.434,1,6,373
159.0,Kostoulas,FWD,Brighton,projected,5.5,0.3,6,2.59,14.411,14.507,1.0,5.0,10.0,18.607,44.137,2.402,2.62,0.08,0.585,True,0.0,14.411,1,6,-1
160.0,Roefs,GK,Sunderland,projected,5.0,5.2,6,5.2,14.357,6.026,6.0,10.0,13.51,18.019,24.554,2.393,2.871,0.001,0.379,False,0.0,14.357,1,6,529
161.0,Merino,MID,Arsenal,projected,6.0,1.2,6,1.76,14.263,10.866,2.0,6.0,11.627,19.534,35.434,2.377,2.377,0.048,0.508,False,0.0,14.263,1,6,17
162.0,Sangaré,MID,Brentford,projected,5.5,1.0,6,3.82,14.249,6.846,5.0,10.0,13.0,18.0,26.013,2.375,2.591,0.011,0.437,False,0.0,14.249,1,6,488
163.0,Lammens,GK,Man United,projected,5.0,20.4,6,4.78,14.178,5.757,5.0,10.51,13.51,18.019,23.528,2.363,2.836,0.0,0.37,False,0.0,14.178,1,6,412
164.0,Gvardiol,DEF,Man City,projected,5.5,11.8,6,2.59,14.126,9.972,1.95,7.0,11.896,19.717,33.424,2.354,2.568,0.038,0.508,False,0.0,14.126,1,6,391
165.0,Manzambi,MID,Aston Villa,projected,6.0,2.3,6,3.23,14.064,13.55,2.0,6.0,11.0,17.358,36.479,2.344,2.344,0.052,0.579,True,0.0,14.064,1,6,-1
166.0,Martinelli,MID,Arsenal,projected,6.5,0.3,6,1.9,14.055,10.665,1.0,5.627,12.306,19.717,35.434,2.342,2.162,0.046,0.498,False,0.0,14.055,1,6,18
167.0,Anthony,MID,Brentford,projected,6.0,0.2,6,3.23,14.021,13.117,2.0,6.0,11.0,17.0,38.434,2.337,2.337,0.059,0.573,True,0.0,14.021,1,6,-1
168.0,Elliott,MID,Liverpool,projected,5.5,0.1,6,2.93,13.974,14.412,1.0,5.0,10.0,17.0,40.993,2.329,2.541,0.071,0.609,True,0.0,13.974,1,6,-1
169.0,Romero,DEF,Tottenham,projected,5.0,1.1,6,3.41,13.969,7.849,3.0,8.358,13.358,18.358,29.079,2.328,2.794,0.016,0.454,False,0.0,13.969,1,6,500
170.0,Smith Rowe,MID,Fulham,projected,5.5,0.4,6,3.41,13.936,7.983,4.0,8.0,12.627,18.358,29.703,2.323,2.534,0.01,0.472,False,0.0,13.936,1,6,262
171.0,Martinez,GK,Aston Villa,projected,5.0,4.7,6,4.78,13.917,5.849,6.0,9.51,13.51,18.019,24.528,2.32,2.783,0.001,0.404,False,0.0,13.917,1,6,28
172.0,Gannon-Doak,MID,Bournemouth,projected,5.0,0.1,6,2.63,13.909,13.794,1.0,5.0,10.0,17.358,42.707,2.318,2.782,0.081,0.6,True,0.0,13.909,1,6,-1
173.0,James,DEF,Chelsea,projected,5.5,8.0,6,3.14,13.854,8.136,3.0,8.0,12.358,18.176,29.154,2.309,2.519,0.012,0.484,False,0.0,13.854,1,6,142
174.0,Muharemović,DEF,Leeds,projected,5.0,1.3,6,3.53,13.821,10.515,2.0,7.0,12.0,18.448,32.437,2.304,2.764,0.035,0.508,True,0.0,13.821,1,6,-1
175.0,Bettinelli,GK,Man City,projected,4.5,0.0,6,4.01,13.782,7.45,2.0,8.51,13.51,19.019,27.038,2.297,3.063,0.003,0.43,True,0.0,13.782,1,6,-1
176.0,Fábio Vieira,MID,Arsenal,projected,5.5,0.0,6,2.93,13.753,12.894,1.0,6.0,11.0,16.986,38.434,2.292,2.501,0.065,0.57,True,0.0,13.753,1,6,-1
177.0,Ayari,MID,Brighton,projected,5.5,0.5,6,3.14,13.748,6.821,5.0,9.0,12.358,17.426,26.366,2.291,2.5,0.007,0.493,False,0.0,13.748,1,6,129
178.0,Bentancur,MID,Tottenham,projected,5.5,0.1,6,3.55,13.742,6.233,4.0,10.0,13.627,17.627,24.358,2.29,2.499,0.004,0.433,False,0.0,13.742,1,6,516
179.0,Justin,DEF,Leeds,projected,4.5,0.5,6,3.27,13.729,7.822,3.0,8.0,12.358,18.4,28.617,2.288,3.051,0.011,0.486,False,0.0,13.729,1,6,332
180.0,Petrović,GK,Bournemouth,projected,4.5,3.7,6,5.61,13.677,5.437,5.0,10.0,13.51,17.019,22.578,2.279,3.039,0.0,0.399,False,0.0,13.677,1,6,57
181.0,Lacey,MID,Man United,projected,5.0,0.1,6,2.63,13.485,14.089,1.0,5.0,9.358,16.717,39.792,2.247,2.697,0.074,0.619,True,0.0,13.485,1,6,-1
182.0,Groß,MID,Brighton,projected,5.5,8.5,6,2.86,13.479,8.059,3.0,7.0,12.358,17.986,28.99,2.246,2.451,0.011,0.488,False,0.0,13.479,1,6,124
183.0,Sels,GK,Nott'm Forest,projected,5.0,1.4,6,4.51,13.437,5.709,5.0,9.51,12.51,17.019,23.528,2.24,2.687,0.0,0.444,False,0.0,13.437,1,6,467
184.0,Travers,GK,Everton,projected,5.0,0.1,6,4.6,13.421,7.231,4.0,8.51,12.51,18.019,24.528,2.237,2.684,0.005,0.455,True,0.0,13.421,1,6,-1
185.0,Bijol,DEF,Leeds,projected,5.0,0.3,6,3.27,13.41,7.176,3.95,8.0,12.358,17.717,26.613,2.235,2.682,0.005,0.484,False,0.0,13.41,1,6,327
186.0,Hinshelwood,MID,Brighton,projected,6.0,0.3,6,3.14,13.372,8.296,3.0,7.0,11.627,18.358,29.075,2.229,2.229,0.016,0.514,False,0.0,13.372,1,6,123
187.0,Silva,DEF,Bournemouth,projected,5.0,0.1,6,3.53,13.357,11.023,2.0,6.0,11.358,16.814,31.618,2.226,2.671,0.034,0.528,True,0.0,13.357,1,6,-1
188.0,Ajer,DEF,Brentford,projected,4.5,1.5,6,3.14,13.346,7.666,3.0,8.0,12.358,17.571,27.348,2.224,2.966,0.011,0.487,False,0.0,13.346,1,6,87
189.0,Cardines,DEF,Crystal Palace,projected,4.5,0.0,6,3.09,13.316,11.962,1.0,6.0,11.358,17.717,32.527,2.219,2.959,0.039,0.541,True,0.0,13.316,1,6,-1
190.0,Colwill,DEF,Chelsea,projected,5.0,1.8,6,3.53,13.234,10.367,2.0,7.0,11.717,17.358,28.093,2.206,2.647,0.025,0.513,True,0.0,13.234,1,6,-1
191.0,Wharton,MID,Crystal Palace,projected,5.5,0.2,6,3.28,13.19,6.205,4.0,9.0,12.306,16.627,24.254,2.198,2.398,0.002,0.498,False,0.0,13.19,1,6,210
192.0,Strand Larsen,FWD,Crystal Palace,projected,6.0,0.6,6,3.96,13.189,6.481,5.0,8.0,12.0,16.775,26.06,2.198,2.198,0.005,0.529,False,0.0,13.189,1,6,222
193.0,Schuster,DEF,Brentford,projected,4.5,0.1,6,3.09,13.127,11.433,1.0,6.0,10.358,17.717,31.617,2.188,2.917,0.036,0.555,True,0.0,13.127,1,6,-1
194.0,Castagne,DEF,Fulham,projected,4.5,0.2,6,3.14,13.112,7.931,3.0,7.269,11.358,17.717,27.716,2.185,2.914,0.016,0.527,False,0.0,13.112,1,6,258
195.0,Tete,DEF,Fulham,projected,4.5,0.2,6,3.27,13.1,7.457,2.0,7.358,12.358,17.985,26.241,2.183,2.911,0.004,0.479,False,0.0,13.1,1,6,256
196.0,Lewis-Potter,MID,Brentford,projected,5.5,0.5,6,3.41,13.087,7.731,4.0,8.0,11.627,16.627,27.636,2.181,2.379,0.018,0.543,False,0.0,13.087,1,6,86
197.0,Horníček,GK,Newcastle,projected,5.0,0.2,6,4.6,13.07,6.235,3.0,9.0,12.51,17.019,23.528,2.178,2.614,0.001,0.446,True,0.0,13.07,1,6,-1
198.0,Dubravka,GK,Tottenham,projected,4.0,24.0,6,5.2,13.061,5.536,5.0,9.0,12.51,17.019,23.528,2.177,3.265,0.0,0.457,False,0.0,13.061,1,6,497
199.0,Bendito Mantato,MID,Man United,projected,4.5,0.2,6,2.32,12.971,16.126,0.0,4.0,8.814,16.358,40.361,2.162,2.883,0.06,0.64,True,0.0,12.971,1,6,-1
200.0,Yoro,DEF,Man United,projected,5.0,0.7,6,2.86,12.929,7.686,3.0,7.358,11.358,17.358,26.725,2.155,2.586,0.012,0.518,False,0.0,12.929,1,6,420
201.0,J.Murphy,MID,Newcastle,projected,6.0,0.2,6,3.0,12.892,9.084,2.0,6.0,11.358,17.28,28.37,2.149,2.149,0.021,0.543,False,0.0,12.892,1,6,457
202.0,Okafor,MID,Leeds,projected,6.0,0.7,6,3.0,12.887,8.934,2.0,6.0,11.0,17.358,30.456,2.148,2.148,0.021,0.541,False,0.0,12.887,1,6,336
203.0,George,MID,Everton,projected,5.5,0.1,6,2.93,12.877,12.394,1.0,5.0,10.0,16.0,36.434,2.146,2.341,0.051,0.618,True,0.0,12.877,1,6,-1
204.0,Robinson,DEF,Fulham,projected,4.5,2.7,6,2.73,12.856,8.848,1.0,6.358,11.358,17.254,29.509,2.143,2.857,0.016,0.523,False,0.0,12.856,1,6,254
205.0,Digne,DEF,Aston Villa,projected,4.5,1.4,6,3.27,12.845,7.432,3.0,7.358,11.985,16.896,25.625,2.141,2.854,0.01,0.505,False,0.0,12.845,1,6,30
206.0,Maguire,DEF,Man United,projected,5.0,8.3,6,3.0,12.755,8.008,2.0,7.0,11.358,17.277,27.617,2.126,2.551,0.01,0.519,False,0.0,12.755,1,6,418
207.0,Netz,DEF,Nott'm Forest,projected,4.5,0.0,6,3.09,12.751,11.696,1.0,6.0,10.358,16.717,31.437,2.125,2.834,0.031,0.576,True,0.0,12.751,1,6,-1
208.0,Kamada,MID,Crystal Palace,projected,5.0,0.3,6,3.41,12.738,6.645,4.0,8.0,12.0,16.358,25.254,2.123,2.548,0.004,0.533,False,0.0,12.738,1,6,214
209.0,Sosa,DEF,Crystal Palace,projected,4.5,0.0,6,3.09,12.693,10.412,1.0,5.0,11.0,17.358,29.733,2.116,2.821,0.031,0.541,True,0.0,12.693,1,6,-1
210.0,M.Sarr,DEF,Chelsea,projected,4.5,0.1,6,3.09,12.662,11.475,1.0,5.0,10.358,16.844,29.733,2.11,2.814,0.027,0.546,True,0.0,12.662,1,6,-1
211.0,Lerma,MID,Crystal Palace,projected,5.0,0.1,6,2.86,12.576,6.681,4.0,8.0,11.627,16.358,24.717,2.096,2.515,0.009,0.547,False,0.0,12.576,1,6,213
212.0,Lukić,MID,Fulham,projected,5.0,0.1,6,3.14,12.574,7.379,3.0,7.627,11.358,16.358,26.99,2.096,2.515,0.008,0.558,False,0.0,12.574,1,6,267
213.0,Costinha,DEF,Brighton,projected,4.5,0.0,6,3.09,12.532,9.812,1.0,6.0,11.358,16.792,27.447,2.089,2.785,0.02,0.545,True,0.0,12.532,1,6,-1
