id,player,pos,team,own,cost,nfix,mean,sd,defcon_ev,cs_ev,p5,p25,median,p75,p95,ppm
224,Nketiah,FWD,Crystal Palace,0.4,5.5,6,10.21,6.42,0.0,0.0,4.0,6.0,8.35,12.35,23.06,1.86
-7,George Hemmings,MID,Aston Villa,0.2,4.5,6,10.19,10.28,1.04,0.79,0.0,4.0,8.0,13.0,27.72,2.27
383,Elliott,MID,Liverpool,0.1,5.5,6,10.19,6.63,0.05,0.2,4.0,6.0,8.0,12.36,24.08,1.85
-170,Phillips,DEF,Tottenham,0.1,4.5,6,10.17,9.7,2.49,2.59,0.0,4.0,8.36,14.36,26.08,2.26
-153,Collyer,MID,Man United,0.0,5.0,6,10.13,12.7,0.75,0.75,0.0,3.0,7.0,12.36,31.46,2.03
46,Barkley,MID,Aston Villa,0.1,5.0,6,10.11,6.44,0.09,0.38,3.0,6.0,8.0,13.25,22.72,2.02
450,Livramento,DEF,Newcastle,0.1,5.0,6,10.1,6.65,0.03,3.51,2.0,5.0,9.36,13.72,22.61,2.02
385,Trafford,GK,Man City,1.0,5.0,6,10.08,7.11,0.0,4.79,1.0,5.0,8.51,14.02,22.53,2.02
317,Hirst,FWD,Ipswich,0.6,5.0,6,10.07,6.48,0.0,0.0,4.0,5.0,8.0,12.35,23.06,2.01
-96,McCarthy,DEF,Hull,0.2,4.0,6,10.05,8.19,4.4,1.72,0.0,4.0,8.36,14.36,23.72,2.51
421,Heaven,DEF,Man United,0.4,4.5,6,10.02,7.07,1.21,2.95,2.0,4.0,9.0,14.05,23.08,2.23
-18,Schuster,DEF,Brentford,0.1,4.5,6,10.02,10.0,1.83,2.81,0.0,3.0,8.36,13.99,26.62,2.23
-120,Walle Egeli,FWD,Ipswich,2.1,4.5,6,10.02,9.38,0.12,0.0,0.0,4.0,8.0,12.0,27.41,2.23
370,Chiesa,MID,Liverpool,0.1,5.5,6,10.0,7.25,0.16,0.16,3.0,5.0,7.63,12.36,24.08,1.82
-139,McConnell,MID,Liverpool,0.2,4.5,6,9.99,10.16,1.06,0.71,0.0,4.0,8.0,13.0,27.36,2.22
-37,Quenda,MID,Chelsea,0.1,5.5,6,9.97,11.11,1.05,0.66,0.0,3.0,7.0,13.0,30.08,1.81
-26,Svoboda,DEF,Brighton,0.0,5.0,6,9.97,9.29,1.36,3.17,0.0,3.0,8.36,14.0,25.08,1.99
71,Cook,MID,Bournemouth,0.1,5.0,6,9.96,5.33,0.1,0.66,3.0,6.0,9.0,12.63,19.99,1.99
213,Lerma,MID,Crystal Palace,0.1,5.0,6,9.93,5.52,0.37,0.76,3.0,6.0,9.0,12.63,20.72,1.99
482,Hudson-Odoi,MID,Nott'm Forest,0.0,6.0,6,9.9,6.59,0.0,0.63,2.0,5.0,8.36,13.25,22.61,1.65
-97,McNair,DEF,Hull,0.2,4.0,6,9.9,8.06,4.33,1.65,0.0,4.0,8.36,14.25,23.72,2.48
-53,Grimes,MID,Coventry,0.3,5.0,6,9.89,9.34,0.96,0.57,0.0,4.0,8.0,12.36,26.72,1.98
-11,J.Araujo,DEF,Bournemouth,0.1,4.5,6,9.89,9.44,2.26,2.43,0.0,3.0,8.0,14.0,25.08,2.2
553,Isidor,FWD,Sunderland,1.5,5.5,6,9.88,6.0,0.01,0.0,3.0,6.0,8.0,12.35,21.61,1.8
-151,J.Fletcher,MID,Man United,0.0,5.0,6,9.86,12.0,0.74,0.75,0.0,3.0,7.0,12.0,32.08,1.97
-171,Byfield,DEF,Tottenham,0.1,4.0,6,9.85,8.83,2.59,2.46,0.0,3.0,8.36,14.36,24.72,2.46
345,Tanaka,MID,Leeds,0.3,5.0,6,9.83,6.04,1.12,0.49,3.0,5.0,8.63,13.0,21.63,1.97
-68,Mingueza,DEF,Crystal Palace,0.1,4.5,6,9.83,8.74,1.6,3.1,0.0,3.0,8.36,14.25,24.73,2.18
546,Adingra,MID,Sunderland,0.4,5.0,6,9.77,6.03,0.02,0.56,3.0,6.0,8.0,12.36,20.73,1.95
-184,Meslier,GK,Arsenal,0.1,5.0,6,9.76,7.36,0.0,5.25,0.0,4.0,8.51,15.02,23.53,1.95
27,G.Jesus,FWD,Arsenal,0.2,6.0,6,9.76,7.98,0.0,0.0,2.0,4.0,7.63,12.98,26.41,1.63
406,Kovačić,MID,Man City,0.0,5.5,6,9.73,7.23,0.0,0.68,2.0,5.0,8.0,12.72,23.61,1.77
-25,Costinha,DEF,Brighton,0.0,4.5,6,9.72,10.22,1.28,3.11,0.0,3.0,8.0,13.72,24.72,2.16
-58,Shepherd,MID,Coventry,0.3,4.5,6,9.69,8.81,0.96,0.57,0.0,4.0,8.0,12.36,23.73,2.15
268,King,MID,Fulham,0.1,5.5,6,9.66,6.23,0.29,0.49,3.0,5.0,8.0,12.36,21.72,1.76
21,Nørgaard,MID,Arsenal,0.1,5.0,6,9.63,7.0,0.0,0.98,2.0,5.0,8.0,13.0,23.0,1.93
-29,Oriola,MID,Brighton,0.2,4.5,6,9.6,9.49,0.98,0.79,0.0,4.0,8.0,12.09,25.72,2.13
-30,Yohanna,MID,Brighton,0.1,5.0,6,9.6,10.14,1.09,0.76,0.0,4.0,7.0,12.0,26.72,1.92
-24,Coppola,DEF,Brighton,0.0,4.5,6,9.58,9.4,1.63,2.99,0.0,3.0,8.0,13.72,25.61,2.13
243,Alcaraz,MID,Everton,0.1,5.0,6,9.56,6.56,0.09,0.54,3.0,5.0,8.0,12.36,22.34,1.91
312,Taylor,MID,Ipswich,0.5,4.5,6,9.55,5.36,0.01,0.31,5.0,6.0,8.0,11.0,19.72,2.12
-62,Thomas-Asante,FWD,Coventry,1.0,5.0,6,9.54,9.68,0.08,0.0,0.0,4.0,7.35,12.0,27.41,1.91
-172,Rowswell,DEF,Tottenham,0.1,4.0,6,9.53,8.9,2.44,2.4,0.0,3.0,8.0,13.36,25.08,2.38
508,Davies,DEF,Tottenham,0.7,4.0,6,9.52,6.6,0.08,2.77,2.0,4.0,8.36,12.9,22.15,2.38
-40,Onyeka,MID,Coventry,0.2,5.0,6,9.52,9.12,1.06,0.53,0.0,4.0,8.0,12.0,24.72,1.9
318,Philogene,MID,Ipswich,0.3,5.5,6,9.52,6.47,0.01,0.32,3.0,5.0,8.0,12.36,22.62,1.73
-38,Mheuka,FWD,Chelsea,0.3,4.5,6,9.45,11.48,0.1,0.0,0.0,2.0,6.0,11.63,30.77,2.1
-67,Sosa,DEF,Crystal Palace,0.0,4.5,6,9.42,8.87,1.57,2.99,0.0,3.0,8.0,13.36,24.69,2.09
-102,Slater,MID,Hull,0.4,4.5,6,9.41,8.06,0.93,0.43,0.0,4.0,8.0,12.0,23.08,2.09
549,Talbi,MID,Sunderland,0.3,5.5,6,9.41,5.65,0.1,0.67,3.0,5.0,8.0,12.0,20.72,1.71
-152,Lacey,MID,Man United,0.0,5.0,6,9.41,11.02,0.75,0.72,0.0,3.0,7.0,12.0,28.72,1.88
-13,Gannon-Doak,MID,Bournemouth,0.1,5.0,6,9.38,10.2,0.95,0.57,0.0,3.0,7.0,12.0,26.08,1.88
-73,Cardines,DEF,Crystal Palace,0.0,4.5,6,9.37,9.34,1.54,2.93,0.0,3.0,7.36,13.36,24.61,2.08
44,Bailey,MID,Aston Villa,0.1,5.5,6,9.37,6.29,0.04,0.41,3.0,5.0,8.0,12.0,21.62,1.7
-50,Brau,DEF,Coventry,0.1,4.0,6,9.36,8.19,3.32,1.99,0.0,3.0,8.0,13.36,23.72,2.34
460,Willock,MID,Newcastle,0.1,5.0,6,9.36,6.02,0.08,0.42,3.0,5.0,7.63,12.36,20.72,1.87
242,George,MID,Everton,0.1,5.5,6,9.34,6.33,0.06,0.26,4.0,5.0,7.0,11.63,20.72,1.7
-140,Koumas,MID,Liverpool,0.0,5.0,6,9.3,10.3,1.15,0.61,0.0,3.0,7.0,12.0,27.08,1.86
-17,Ji-soo,DEF,Brentford,0.0,4.5,6,9.28,9.38,1.59,2.63,0.0,2.0,7.36,13.36,25.15,2.06
-166,Netz,DEF,Nott'm Forest,0.0,4.5,6,9.27,9.74,1.21,2.87,0.0,2.0,7.36,13.0,25.08,2.06
-70,M.França,MID,Crystal Palace,0.1,5.0,6,9.26,9.15,1.04,0.71,0.0,3.0,7.0,12.09,26.34,1.85
-109,Gyabi,MID,Hull,0.3,4.5,6,9.25,7.95,0.95,0.42,0.0,4.0,8.0,12.0,23.08,2.06
-54,Sakamoto,MID,Coventry,0.2,5.0,6,9.24,8.76,0.86,0.54,0.0,4.0,8.0,12.0,25.08,1.85
306,Greaves,DEF,Ipswich,0.7,4.0,6,9.24,6.49,0.01,3.05,1.0,4.0,8.36,12.9,21.61,2.31
342,Harrison,MID,Leeds,0.1,5.0,6,9.21,6.06,0.0,0.43,3.0,5.0,7.63,11.63,20.72,1.84
-57,Torp,MID,Coventry,0.2,5.5,6,9.2,9.2,0.87,0.54,0.0,4.0,7.0,12.0,24.36,1.67
158,Gittens,MID,Chelsea,0.0,6.0,6,9.19,6.2,0.07,0.2,4.0,5.0,7.0,11.36,21.0,1.53
-15,Rodríguez,FWD,Bournemouth,0.2,6.0,6,9.19,10.83,0.13,0.0,0.0,2.0,6.0,11.63,29.41,1.53
-95,Jacob,DEF,Hull,0.1,4.0,6,9.19,7.76,4.0,1.61,0.0,3.0,8.0,13.36,23.72,2.3
470,Morato,DEF,Nott'm Forest,0.0,5.0,6,9.18,6.19,0.78,2.35,2.0,4.0,8.0,12.36,20.72,1.84
487,Dominguez,MID,Nott'm Forest,0.1,5.0,6,9.17,5.42,0.16,0.56,3.0,5.0,8.0,11.63,19.72,1.83
22,Nwaneri,MID,Arsenal,0.0,5.5,6,9.15,6.43,0.01,0.4,3.0,5.0,7.0,11.36,21.72,1.66
359,Gomez,DEF,Liverpool,0.2,5.0,6,9.13,6.35,0.43,1.84,3.0,4.0,7.36,11.36,21.79,1.83
-115,Núñez,MID,Ipswich,0.2,5.0,6,9.08,8.48,0.88,0.52,0.0,4.0,7.63,12.0,24.09,1.82
147,Tosin,DEF,Chelsea,0.2,4.5,6,9.08,6.03,0.71,2.45,2.0,4.0,8.36,12.36,20.61,2.02
522,Gray,MID,Tottenham,0.2,5.0,6,9.07,4.99,0.07,0.66,3.0,6.0,8.0,11.36,18.36,1.81
-5,Iling Jr,MID,Aston Villa,0.0,5.0,6,9.07,9.78,0.88,0.68,0.0,3.0,7.0,11.63,27.08,1.81
-59,Borges Rodrigues,MID,Coventry,0.2,4.5,6,9.06,8.88,0.9,0.53,0.0,4.0,7.0,12.0,24.72,2.01
-179,Seelt,DEF,Sunderland,0.0,4.5,6,9.06,8.72,1.7,2.79,0.0,3.0,7.36,12.76,24.72,2.01
364,Tsimikas,DEF,Liverpool,0.1,5.0,6,9.05,7.53,0.05,1.71,2.0,4.0,7.0,11.9,22.61,1.81
-136,Nyoni,MID,Liverpool,0.0,5.0,6,9.05,10.76,0.88,0.6,0.0,2.0,6.0,12.0,26.08,1.81
240,Iroegbunam,MID,Everton,0.1,5.0,6,9.0,5.17,0.99,0.63,3.0,5.0,8.0,11.36,18.99,1.8
-71,Doucouré,MID,Crystal Palace,0.1,5.0,6,8.99,9.0,0.97,0.7,0.0,3.0,7.0,12.0,24.08,1.8
-127,Mateo Joseph,FWD,Leeds,0.6,4.5,6,8.99,9.96,0.1,0.0,0.0,2.0,6.0,11.35,27.41,2.0
-111,Burstow,FWD,Hull,1.3,4.5,6,8.97,8.3,0.1,0.0,0.0,4.0,7.35,11.35,25.41,1.99
263,Kevin,MID,Fulham,0.1,5.5,6,8.95,5.25,0.29,0.37,3.0,5.0,7.0,11.36,18.72,1.63
-8,Alysson,MID,Aston Villa,0.0,5.0,6,8.93,10.02,0.84,0.67,0.0,3.0,6.0,11.43,26.08,1.79
-174,Moore,MID,Tottenham,0.1,5.0,6,8.89,9.2,0.9,0.56,0.0,3.0,7.0,12.0,24.72,1.78
42,Guessand,MID,Aston Villa,0.0,5.5,6,8.88,6.32,0.29,0.36,3.0,5.0,7.0,11.63,21.34,1.61
89,Henry,DEF,Brentford,0.2,4.5,6,8.87,5.57,0.28,2.41,2.0,4.0,8.0,11.76,19.08,1.97
-63,Simms,FWD,Coventry,0.8,5.0,6,8.84,8.94,0.09,0.0,0.0,2.0,6.0,11.35,26.06,1.77
-126,Piroe,FWD,Leeds,0.5,5.0,6,8.79,9.03,0.1,0.0,0.0,2.0,6.0,11.35,26.06,1.76
313,Clarke,MID,Ipswich,0.3,5.5,6,8.75,5.21,0.0,0.31,3.0,5.0,7.0,10.63,18.73,1.59
-93,Drameh,DEF,Hull,0.1,4.0,6,8.75,7.56,3.86,1.47,0.0,3.0,7.0,12.36,21.72,2.19
-125,Gelhardt,MID,Leeds,0.1,5.0,6,8.73,8.81,0.93,0.58,0.0,3.0,7.0,11.0,24.72,1.75
547,Mundle,MID,Sunderland,0.0,5.0,6,8.73,4.82,0.14,0.18,5.0,6.0,7.0,10.63,18.72,1.75
-183,Angulo,MID,Sunderland,0.1,5.0,6,8.7,8.81,0.89,0.67,0.0,3.0,7.0,11.0,23.72,1.74
138,Kostoulas,FWD,Brighton,0.3,5.5,6,8.69,6.34,0.11,0.0,3.0,4.0,6.63,11.35,21.07,1.58
-14,Tóth.A,MID,Bournemouth,0.0,5.0,6,8.67,9.39,0.91,0.5,0.0,2.0,6.0,11.0,25.08,1.73
315,Fatawu,MID,Ipswich,0.4,5.5,6,8.63,6.63,0.02,0.37,2.0,4.0,7.0,11.0,20.99,1.57
-74,Drakes-Thomas,MID,Crystal Palace,0.1,4.5,6,8.61,8.46,0.98,0.71,0.0,3.0,7.0,11.36,22.36,1.91
-69,Esse,MID,Crystal Palace,0.0,5.0,6,8.61,8.71,0.93,0.68,0.0,3.0,7.0,11.36,24.08,1.72
-168,Kalimuendo,FWD,Nott'm Forest,0.1,5.5,6,8.59,10.14,0.1,0.0,0.0,2.0,6.0,11.35,28.77,1.56
-56,Eccles,MID,Coventry,0.1,5.0,6,8.57,8.69,0.79,0.5,0.0,3.0,7.0,11.0,23.36,1.71
47,Kamara,MID,Aston Villa,0.1,5.0,6,8.54,5.19,0.16,0.78,2.0,5.0,8.0,11.0,18.25,1.71
128,Buonanotte,MID,Brighton,0.1,5.0,6,8.52,6.07,0.0,0.36,2.0,4.0,7.0,11.36,20.34,1.7
520,Bergvall,MID,Tottenham,0.2,5.5,6,8.52,5.06,0.03,0.42,3.0,5.0,7.0,10.63,18.72,1.55
151,Acheampong,DEF,Chelsea,0.2,4.5,6,8.49,6.79,0.61,1.9,2.0,4.0,6.63,11.36,21.61,1.89
62,Diakité,DEF,Bournemouth,0.2,5.0,6,8.49,6.26,2.48,1.94,1.0,4.0,7.0,12.36,19.99,1.7
-20,Dasilva,MID,Brentford,0.0,5.0,6,8.48,9.56,0.84,0.6,0.0,2.0,6.0,11.0,24.08,1.7
-119,Akpom,FWD,Ipswich,0.5,5.0,6,8.47,8.97,0.09,0.0,0.0,2.0,6.0,10.0,26.06,1.69
-118,Emersonn,FWD,Ipswich,0.4,5.5,6,8.41,9.35,0.08,0.0,0.0,2.0,6.0,10.0,26.06,1.53
-122,Mehmeti,MID,Ipswich,0.1,5.0,6,8.38,8.37,0.76,0.47,0.0,3.0,6.0,11.0,23.08,1.68
101,Henderson,MID,Brentford,0.0,5.0,6,8.38,5.49,0.64,0.55,2.0,4.0,7.0,11.0,18.73,1.68
325,Darlow,GK,Man United,0.1,4.5,6,8.37,5.86,0.0,3.84,0.0,4.0,7.51,11.51,19.53,1.86
24,Nelson,MID,Arsenal,0.0,5.5,6,8.36,7.01,0.15,0.27,2.0,4.0,6.0,11.36,22.34,1.52
168,Marc Guiu,FWD,Chelsea,0.5,5.0,6,8.34,6.78,0.01,0.0,2.0,4.0,6.0,10.35,22.06,1.67
339,Longstaff,MID,Leeds,0.1,5.0,6,8.34,5.23,0.24,0.35,3.0,5.0,7.0,10.63,18.63,1.67
-72,J.Rak-Sakyi,MID,Crystal Palace,0.0,5.0,6,8.34,8.63,0.93,0.65,0.0,3.0,6.0,11.0,23.36,1.67
-185,Jocelin.T,MID,Sunderland,0.0,5.0,6,8.33,8.31,0.89,0.64,0.0,3.0,6.0,11.0,22.72,1.67
255,J.Cuenca,DEF,Fulham,0.0,4.5,6,8.28,6.08,1.4,2.22,1.0,3.0,7.0,11.36,20.08,1.84
-28,Watson,MID,Brighton,0.0,5.0,6,8.2,8.57,0.88,0.68,0.0,2.0,6.0,11.0,22.63,1.64
-52,Rudoni,MID,Coventry,0.4,5.0,6,8.18,8.31,0.82,0.46,0.0,4.0,6.0,10.0,21.72,1.64
-116,Matusiwa,MID,Ipswich,0.1,5.0,6,8.14,8.0,0.79,0.48,0.0,3.0,6.0,11.0,22.62,1.63
344,Gruev,MID,Leeds,0.0,5.0,6,8.14,5.15,0.46,0.51,2.0,5.0,7.0,10.36,17.63,1.63
100,Carvalho,MID,Brentford,0.0,5.0,6,8.07,5.07,0.0,0.02,4.0,5.0,6.0,11.36,18.72,1.61
-108,Akintola,MID,Hull,0.1,5.0,6,8.05,7.87,0.79,0.36,0.0,3.0,6.0,11.0,21.72,1.61
319,Szmodics,MID,Ipswich,0.1,5.0,6,7.98,6.38,0.0,0.3,1.0,4.0,6.0,10.63,19.72,1.6
-99,Millar,MID,Hull,0.1,5.0,6,7.91,7.52,0.77,0.35,0.0,3.0,6.0,10.36,21.09,1.58
-121,Al-Hamadi,FWD,Ipswich,0.2,5.0,6,7.9,8.74,0.08,0.0,0.0,2.0,6.0,10.0,24.06,1.58
341,Gnonto,MID,Leeds,0.1,5.0,6,7.88,4.81,0.37,0.18,3.0,5.0,6.0,10.0,17.26,1.58
126,O'Riley,MID,Brighton,0.1,5.5,6,7.84,6.24,0.01,0.38,2.0,4.0,6.0,10.43,19.72,1.43
90,Hickey,DEF,Brentford,0.1,4.5,6,7.83,5.41,0.63,1.46,2.0,4.0,6.0,10.36,18.25,1.74
486,McAtee,MID,Nott'm Forest,0.0,5.5,6,7.82,6.03,0.11,0.17,2.0,4.0,6.0,10.36,19.72,1.42
266,Cairney,MID,Fulham,0.0,5.0,6,7.81,5.22,0.05,0.27,3.0,4.0,6.0,10.0,17.72,1.56
190,Tchaouna,MID,Coventry,0.1,5.5,6,7.75,4.73,0.08,0.32,2.0,5.0,7.0,10.0,16.63,1.41
343,James,MID,Leeds,0.1,5.0,6,7.72,5.32,0.13,0.23,2.0,4.0,6.0,10.0,18.25,1.54
64,Smith,DEF,Bournemouth,0.1,4.5,6,7.7,5.18,0.09,2.1,2.0,4.0,7.0,10.36,17.72,1.71
-81,Lecomte,GK,Fulham,1.9,4.0,6,7.7,5.92,0.0,3.49,0.0,3.0,7.0,11.51,18.55,1.93
161,Lavia,MID,Chelsea,0.0,5.0,6,7.64,5.06,0.03,0.27,3.0,5.0,6.0,9.0,17.72,1.53
408,Phillips,MID,Man City,0.0,5.0,6,7.6,6.47,0.0,0.67,1.0,3.0,6.0,10.0,19.72,1.52
244,Armstrong,MID,Everton,0.1,5.0,6,7.58,5.81,0.31,0.34,2.0,4.0,6.0,10.36,19.72,1.52
-22,Rushworth,GK,Brighton,0.4,4.5,6,7.58,6.47,0.0,3.48,0.0,2.0,6.51,10.51,19.02,1.68
-64,Markelo,FWD,Coventry,0.1,5.0,6,7.56,8.75,0.06,0.0,0.0,2.0,6.0,10.0,24.06,1.51
-117,Ogbene,MID,Ipswich,0.0,5.0,6,7.53,7.61,0.7,0.43,0.0,2.0,6.0,10.0,20.72,1.51
56,Abraham,FWD,Aston Villa,0.0,5.5,6,7.5,5.1,0.0,0.0,3.0,4.0,5.0,10.35,16.71,1.36
